# NEM 2010 half-hourly demand
#
# NSW   QLD     SA1     TAS    VIC
6594.57 4691.39 1159.44 914.89 4634.74
6574.99 4648.77 1132.25 934.89 4591.14
6647.61 4625.95 1137.90 939.39 4600.52
6975.62 4687.63 1139.83 958.10 4695.92
7289.30 4764.04 1181.04 979.04 4866.70
7951.30 4964.51 1241.19 1012.68 5214.69
8647.71 5249.71 1339.48 1096.34 5537.04
9115.87 5604.24 1453.16 1189.34 5997.73
9588.20 6018.55 1585.18 1237.12 6265.88
9824.97 6417.37 1661.58 1212.09 6327.97
10009.52 6657.95 1651.34 1203.68 6428.86
10255.30 6841.44 1665.52 1220.44 6595.39
10379.45 6912.61 1690.13 1233.76 6653.11
10507.79 6984.73 1704.78 1238.80 6708.21
10530.60 7029.79 1699.91 1230.86 6714.08
10599.45 7041.54 1704.80 1214.53 6726.48
10652.74 7126.13 1713.15 1218.83 6741.19
10642.74 7153.00 1745.44 1213.89 6793.84
10570.30 7238.87 1771.55 1196.66 6776.74
10602.63 7244.57 1757.29 1203.63 6763.94
10563.29 7324.02 1778.42 1197.71 6757.11
10533.34 7353.06 1795.34 1207.05 6754.49
10441.39 7318.35 1813.37 1196.30 6788.61
10410.10 7334.98 1794.28 1200.50 6735.03
10368.66 7346.89 1759.49 1184.65 6739.66
10336.47 7275.44 1758.10 1187.47 6744.48
10361.74 7276.47 1742.78 1207.08 6721.63
10356.64 7222.63 1714.71 1221.75 6671.17
10325.60 7207.31 1702.20 1240.33 6559.66
10121.84 7137.67 1649.88 1238.46 6373.44
10084.28 7127.22 1614.97 1235.71 6252.49
10091.44 7198.64 1548.93 1250.72 6148.36
9911.71 7129.37 1547.55 1250.82 6247.89
9725.37 6931.25 1590.54 1239.99 6154.36
9521.53 6782.19 1559.20 1223.22 5983.56
9212.92 6619.94 1508.25 1172.39 5827.55
8904.89 6514.84 1481.12 1142.02 5677.87
8801.91 6466.51 1448.69 1116.13 5461.63
8625.51 6226.99 1411.01 1079.75 5199.81
8561.05 5950.93 1382.81 1043.77 5052.48
8378.93 5841.94 1369.11 1033.65 4943.65
8244.75 5663.83 1349.94 1021.68 5251.49
8008.11 5449.67 1507.11 1008.22 5144.27
7875.02 5271.85 1449.37 996.63 4920.94
7599.08 5122.41 1423.72 993.52 4832.75
7307.75 4947.02 1341.71 984.88 5188.63
7090.97 4815.04 1271.38 980.01 5038.13
6893.41 4730.57 1208.18 982.21 4818.57
6832.00 4688.08 1194.59 983.31 4675.33
6796.05 4666.11 1183.54 987.09 4559.67
6867.12 4674.73 1201.17 1002.86 4569.73
7043.14 4726.47 1215.31 1021.49 4660.25
7380.15 4829.32 1252.79 1051.93 4831.05
8021.51 5020.71 1301.56 1095.54 5247.59
8668.23 5244.57 1398.18 1171.91 5546.14
9143.15 5644.27 1494.93 1288.96 6038.21
9574.33 6048.38 1645.21 1342.07 6241.04
9774.56 6435.62 1698.15 1324.51 6208.09
9856.47 6671.55 1652.45 1282.87 6265.71
10040.32 6820.77 1650.45 1262.72 6343.08
10144.02 6953.11 1648.88 1256.44 6352.93
10191.31 7071.18 1656.51 1247.48 6366.02
10213.98 7126.17 1672.71 1234.92 6440.21
10207.64 7109.69 1671.03 1206.52 6482.44
10221.29 7175.49 1669.23 1196.80 6523.27
10165.31 7123.91 1682.62 1193.43 6529.28
10173.25 7166.45 1667.86 1185.60 6527.86
10190.09 7165.40 1669.14 1181.76 6522.33
10167.21 7179.02 1686.10 1196.55 6509.18
10104.85 7214.34 1702.08 1198.16 6519.57
10029.09 7218.93 1713.21 1192.15 6495.83
9932.70 7212.97 1689.14 1180.70 6496.68
9958.00 7172.64 1665.82 1183.14 6454.79
9897.78 7094.97 1659.90 1179.14 6412.60
9894.82 7101.53 1660.43 1195.40 6413.69
9920.57 7082.74 1654.83 1212.96 6398.68
9838.81 7082.99 1641.43 1216.94 6332.65
9762.79 7039.45 1606.49 1208.98 6111.87
9722.12 7059.00 1564.71 1216.00 5991.97
9618.20 7115.25 1539.73 1235.83 5967.43
9450.98 7070.89 1548.89 1241.73 6114.08
9293.79 6890.03 1603.58 1221.20 6058.70
9038.74 6719.77 1572.56 1210.00 5918.05
8732.79 6595.28 1519.06 1187.35 5740.84
8408.93 6510.52 1486.23 1152.07 5579.80
8436.80 6458.41 1455.13 1122.76 5360.88
8294.33 6192.79 1400.70 1094.77 5185.29
8250.64 5989.57 1347.51 1050.26 5032.38
8118.13 5884.32 1343.00 1025.19 4919.20
7974.42 5717.07 1329.04 996.92 5229.98
7807.15 5535.11 1487.19 978.54 5087.94
7630.95 5330.58 1432.72 978.12 4872.14
7414.88 5157.47 1363.92 970.69 4763.85
7079.51 4976.84 1276.21 976.18 5112.78
6801.81 4845.46 1178.20 968.87 4951.75
6599.93 4807.97 1131.56 957.80 4808.73
6527.20 4813.64 1110.83 976.91 4683.75
6518.43 4796.60 1090.63 990.95 4641.07
6595.57 4749.91 1108.96 1005.37 4584.67
6806.94 4816.33 1135.85 1023.24 4651.71
7132.94 4885.55 1166.09 1060.00 4802.99
7734.16 5089.84 1209.65 1126.18 5122.98
8449.80 5362.50 1357.10 1193.11 5458.88
8937.63 5721.08 1442.49 1293.38 5930.65
9355.09 6073.05 1599.70 1348.08 6149.25
9500.48 6475.83 1648.76 1317.24 6143.03
9540.80 6710.62 1611.13 1298.08 6228.98
9704.67 6849.24 1616.50 1266.48 6328.79
9758.60 6936.86 1666.67 1227.79 6365.84
9833.78 7015.44 1663.05 1153.21 6395.38
9851.39 7058.97 1666.67 1160.22 6422.31
9847.68 7103.01 1679.30 1161.11 6441.83
9833.30 7144.92 1671.58 1151.23 6470.73
9797.22 7172.66 1712.96 1137.45 6460.44
9774.48 7162.43 1715.81 1134.74 6485.19
9766.70 7160.37 1734.62 1139.19 6506.06
9762.84 7158.64 1753.99 1154.58 6491.00
9743.94 7168.46 1763.22 1178.13 6556.63
9698.85 7217.39 1780.87 1184.52 6554.71
9602.71 7191.14 1786.83 1184.57 6579.69
9619.52 7202.95 1754.45 1176.97 6555.48
9607.21 7135.29 1753.99 1174.97 6523.12
9614.49 7112.53 1751.66 1196.79 6520.88
9566.38 7081.63 1748.83 1218.27 6481.78
9547.56 7033.94 1737.05 1221.19 6380.18
9349.04 7030.94 1702.83 1219.15 6196.03
9309.85 7111.80 1669.98 1232.07 6064.58
9330.79 7141.27 1651.21 1248.34 5996.78
9250.23 7099.05 1644.75 1250.91 6138.79
9058.74 6864.65 1664.55 1257.45 6063.98
8848.39 6740.82 1641.36 1233.93 5957.55
8570.95 6636.93 1585.07 1211.00 5846.67
8299.26 6547.11 1548.49 1183.53 5665.88
8289.29 6543.02 1521.13 1144.51 5535.24
8154.03 6272.79 1475.24 1115.62 5376.57
8119.91 6027.07 1421.69 1087.68 5225.89
8003.78 5926.44 1392.01 1057.84 5080.29
7849.01 5787.05 1385.67 1032.81 5371.89
7666.94 5598.37 1574.76 1015.01 5237.16
7478.24 5406.05 1509.44 1012.48 5055.21
7242.40 5278.04 1468.49 1010.83 4951.64
6955.80 5092.40 1388.94 1007.80 5279.55
6694.24 4979.78 1314.76 1002.16 5079.52
6496.65 4913.36 1265.16 992.89 4897.15
6431.87 4871.56 1244.22 980.80 4777.91
6412.47 4830.47 1226.79 995.81 4757.58
6478.58 4858.36 1218.77 995.01 4700.27
6721.30 4887.35 1239.63 991.91 4765.01
7001.91 4964.49 1273.10 1035.47 4918.53
7614.56 5135.85 1310.88 1100.47 5225.52
8273.66 5373.44 1413.99 1171.25 5557.20
8658.28 5758.99 1507.22 1288.13 5993.75
9013.32 6120.90 1646.56 1332.83 6184.70
9156.37 6481.52 1694.38 1327.49 6206.96
9235.51 6652.28 1661.86 1291.73 6256.59
9381.10 6773.32 1662.60 1252.40 6365.46
9521.14 6844.31 1683.54 1237.25 6403.54
9583.84 6941.73 1684.26 1217.58 6423.10
9610.82 6953.61 1703.65 1189.21 6426.99
9614.00 6984.65 1720.42 1176.88 6495.83
9511.55 7015.69 1723.68 1149.10 6489.37
9509.02 7014.12 1749.48 1123.27 6457.63
9487.22 7059.29 1746.66 1173.39 6463.57
9614.01 7036.63 1760.45 1165.06 6517.87
9634.49 7031.15 1776.60 1139.06 6404.33
9565.81 7007.46 1816.33 1145.12 6541.88
9485.47 7010.17 1814.95 1128.71 6517.02
9487.87 6985.57 1790.03 1126.57 6507.92
9518.87 6948.53 1769.93 1128.36 6466.42
9461.64 6870.57 1758.34 1113.93 6448.80
9433.00 6837.11 1739.00 1122.56 6369.18
9344.15 6826.22 1692.69 1165.49 6252.55
9282.68 6777.27 1663.68 1181.54 6142.70
9074.87 6716.63 1633.21 1182.46 5971.47
9016.57 6774.84 1586.30 1189.67 5892.81
9126.28 6820.67 1538.03 1189.11 5846.63
9086.72 6790.81 1529.92 1195.35 5998.32
8943.21 6602.72 1576.75 1187.72 5968.30
8721.95 6488.92 1538.50 1160.48 5793.46
8427.66 6406.90 1493.68 1143.34 5641.76
8128.44 6281.81 1424.40 1116.45 5501.91
8150.83 6258.20 1378.49 1095.42 5316.93
8043.62 6054.51 1346.50 1078.56 5152.67
7976.08 5879.88 1298.63 1052.66 4985.15
7889.19 5735.96 1259.67 1036.09 4872.03
7677.72 5665.64 1250.61 1015.99 5102.81
7497.60 5479.90 1424.35 970.67 4962.34
7315.22 5252.01 1369.30 927.24 4805.79
7109.40 5082.34 1309.09 897.77 4657.46
6793.13 4914.02 1212.10 914.79 4935.66
6498.08 4745.34 1142.04 910.01 4741.57
6311.83 4664.01 1098.63 903.51 4512.89
6178.21 4579.83 1063.83 888.11 4371.67
6095.86 4538.58 1044.55 906.99 4250.72
6096.44 4528.75 1034.81 899.59 4221.26
6124.28 4535.93 1053.55 900.11 4169.88
6178.71 4600.68 1033.38 911.89 4176.16
6343.99 4619.31 1039.46 927.27 4268.17
6493.45 4678.10 1085.09 937.94 4311.09
6606.95 4727.20 1082.84 963.02 4395.76
6839.94 4842.65 1094.03 993.63 4482.50
7158.75 5076.87 1115.87 1050.13 4481.31
7334.58 5266.37 1110.99 1094.77 4611.99
7676.22 5425.59 1135.74 1136.90 4682.00
7762.98 5568.40 1166.82 1154.17 4759.92
7881.82 5667.67 1189.50 1157.40 4824.88
7952.43 5735.84 1198.71 1160.44 4875.68
7944.94 5764.29 1213.73 1154.52 4917.38
8050.08 5710.79 1242.32 1157.62 4941.80
8031.50 5710.58 1251.44 1142.22 4967.54
7977.93 5758.59 1245.55 1128.01 4948.94
7938.39 5765.44 1268.00 1114.60 4933.32
7805.85 5756.19 1247.10 1103.49 4899.98
7728.92 5709.18 1240.94 1066.46 4860.25
7695.86 5703.68 1261.12 1064.79 4811.60
7597.95 5746.54 1236.89 1070.46 4787.63
7645.03 5699.93 1245.32 1067.10 4739.08
7733.23 5712.56 1252.35 1088.80 4803.03
7752.21 5719.82 1251.31 1106.38 4859.44
7848.52 5769.83 1257.09 1123.57 4905.91
7942.37 5855.69 1251.02 1133.37 4993.46
7984.40 5941.71 1252.52 1143.60 5048.66
8050.41 6076.81 1226.99 1154.86 5016.92
8236.87 6171.75 1233.16 1166.85 5070.71
8184.86 6158.03 1257.72 1158.71 5174.38
8015.17 5982.04 1279.62 1139.11 5130.73
7833.55 5873.16 1238.56 1130.49 5051.00
7639.03 5742.46 1222.70 1110.69 4911.18
7513.13 5726.75 1196.19 1089.89 4829.65
7579.17 5764.85 1178.54 1065.13 4744.49
7565.67 5625.72 1159.44 1041.44 4637.11
7631.85 5493.56 1135.75 1016.91 4560.16
7546.48 5398.49 1149.74 1000.03 4482.18
7521.48 5294.02 1157.17 990.45 4795.04
7388.02 5208.57 1345.52 979.53 4655.43
7245.28 5084.43 1295.83 974.99 4495.32
6996.41 4937.93 1229.74 971.95 4428.28
6772.00 4736.00 1145.41 956.81 4748.15
6477.97 4638.53 1083.63 963.83 4588.75
6257.43 4568.12 1018.71 960.32 4420.87
6170.84 4523.60 980.06 960.25 4310.45
6070.86 4494.83 947.62 962.03 4221.94
6073.05 4487.21 936.78 963.74 4169.51
6095.71 4490.81 925.30 977.44 4159.86
6171.42 4548.70 944.86 984.80 4210.02
6359.65 4561.28 987.61 1002.25 4249.37
6541.33 4627.19 1023.31 1003.56 4311.20
6731.25 4691.62 1052.40 1040.99 4456.34
7054.94 4913.69 1096.58 1075.62 4528.40
7460.42 5175.25 1140.23 1119.21 4622.68
7805.40 5396.58 1147.47 1138.15 4748.57
8189.42 5616.25 1193.85 1192.25 4884.54
8201.36 5822.71 1214.52 1221.76 4923.51
8317.03 5915.14 1217.92 1215.67 5009.00
8274.83 5929.05 1199.20 1204.71 4993.66
8266.65 5903.41 1192.54 1198.00 4991.77
8228.38 5892.11 1220.84 1179.59 5027.54
8165.95 5898.12 1219.04 1163.61 5055.29
8123.75 5891.79 1238.27 1150.33 5003.70
8108.25 5846.77 1274.09 1136.25 5005.23
8038.56 5838.80 1270.46 1121.96 5042.69
8061.56 5842.46 1260.59 1095.31 5018.27
7978.16 5856.03 1253.56 1117.13 5073.25
7968.15 5860.11 1253.20 1121.96 5012.63
7897.58 5859.90 1285.16 1117.84 5010.14
7845.20 5872.22 1280.78 1123.21 5036.39
7920.13 5874.52 1258.01 1146.58 5082.28
7814.45 5929.62 1278.61 1167.18 5073.79
7872.82 5973.12 1262.97 1192.38 5126.96
7958.37 5981.66 1255.68 1205.96 5107.06
8071.87 6099.53 1256.52 1219.51 5073.35
8197.50 6249.34 1221.63 1231.75 5100.16
8114.32 6228.18 1277.48 1235.42 5252.35
8012.65 6077.87 1297.43 1216.54 5195.81
7816.01 5974.02 1275.16 1198.78 5100.52
7641.41 5798.96 1261.87 1188.33 5052.28
7539.58 5692.90 1231.05 1169.31 4950.37
7537.57 5704.74 1215.92 1133.30 4841.45
7496.96 5558.77 1189.43 1121.99 4738.76
7442.84 5546.54 1170.93 1100.26 4642.65
7309.88 5478.80 1171.06 1077.45 4625.45
7142.64 5434.71 1179.44 1051.68 4851.79
7044.52 5303.44 1382.08 1039.68 4767.35
6840.32 5127.90 1335.63 1021.59 4590.59
6683.70 4985.85 1308.24 1012.55 4464.59
6475.78 4836.14 1210.68 998.49 4779.21
6243.97 4669.41 1127.67 1002.94 4622.51
6047.35 4600.15 1095.12 1005.55 4460.72
5957.95 4590.51 1050.38 989.07 4354.67
5921.97 4566.98 1009.41 990.15 4281.03
5890.06 4516.79 985.31 997.41 4203.34
5893.66 4537.02 976.65 1001.45 4134.27
5925.86 4525.74 994.56 997.07 4126.52
6033.70 4579.59 1001.19 1011.62 4122.60
6097.41 4596.66 1015.91 1027.40 4108.22
6290.21 4600.23 1016.48 1048.99 4206.76
6567.28 4761.64 1046.80 1060.92 4242.28
6901.81 4954.03 1063.71 1117.38 4341.00
7219.55 5144.36 1087.62 1152.07 4489.47
7515.17 5386.79 1129.76 1172.81 4617.80
7723.48 5523.30 1200.30 1198.10 4701.68
7855.98 5599.11 1230.67 1204.25 4724.71
7920.14 5674.12 1247.90 1154.80 4692.94
7902.77 5645.41 1285.69 1105.48 4717.69
7929.26 5671.60 1301.40 1098.60 4736.67
7823.64 5632.57 1322.24 1099.92 4750.30
7844.46 5629.80 1349.54 1088.24 4784.71
7776.33 5575.15 1383.98 1071.59 4852.62
7739.90 5608.88 1386.93 1062.06 4859.08
7615.65 5589.13 1398.42 1056.64 4857.88
7533.99 5548.05 1407.38 1045.90 4795.98
7493.34 5540.59 1398.38 1048.55 4759.83
7416.12 5530.82 1395.65 1047.92 4793.37
7454.71 5507.58 1382.52 1040.45 4786.71
7473.31 5544.34 1381.75 1044.89 4789.11
7505.29 5596.78 1378.18 1061.63 4816.18
7565.40 5701.81 1370.67 1089.76 4883.32
7641.99 5800.88 1365.99 1121.09 4967.43
7884.96 5933.20 1363.30 1155.90 5062.41
8240.28 6117.93 1390.89 1189.95 5151.02
8210.25 6106.88 1444.49 1205.53 5331.05
7974.30 5946.61 1443.34 1187.19 5280.68
7811.36 5806.68 1408.63 1176.11 5181.25
7668.71 5685.62 1367.55 1153.59 5076.66
7614.29 5594.08 1351.78 1134.04 4984.48
7492.89 5597.73 1324.16 1107.51 4883.32
7400.21 5491.32 1296.76 1089.77 4782.83
7369.07 5427.10 1255.99 1073.31 4656.30
7394.38 5367.11 1249.83 1054.73 4637.02
7306.22 5319.21 1230.07 1033.26 4858.35
7121.48 5175.88 1397.60 1018.88 4714.48
6932.92 4983.40 1331.01 1002.75 4535.43
6801.76 4847.37 1275.49 992.19 4385.93
6758.90 4689.74 1205.97 988.85 4689.49
6563.59 4616.33 1120.57 980.84 4548.36
6284.21 4493.69 1060.56 975.70 4405.42
6132.05 4490.70 1011.61 969.49 4298.58
5985.67 4481.72 996.14 964.33 4188.11
5977.80 4446.06 975.44 961.32 4149.55
5993.84 4442.76 975.65 965.42 4125.75
5985.89 4491.39 984.05 975.42 4128.95
6135.03 4557.14 1001.27 989.62 4182.64
6217.93 4597.04 1011.86 988.76 4204.35
6415.56 4654.93 1032.79 1005.44 4312.91
6606.58 4789.55 1050.01 1032.28 4299.93
6765.84 5065.13 1048.81 1068.48 4351.24
7070.68 5301.85 1102.72 1109.82 4438.45
7406.74 5539.11 1144.68 1142.76 4588.18
7684.60 5727.31 1190.87 1167.27 4717.44
7919.71 5844.48 1240.60 1167.56 4830.97
8091.58 5957.53 1283.44 1165.60 4897.96
8232.89 5965.56 1309.74 1137.60 4999.92
8237.51 5965.13 1323.06 1101.71 5081.19
8217.52 5912.23 1345.41 1078.83 5142.83
8116.68 5920.78 1376.01 1024.34 5209.18
8116.96 5930.31 1412.01 1039.49 5254.66
8029.25 5865.08 1454.71 1027.75 5258.06
7947.81 5894.63 1483.39 1012.01 5284.49
7958.95 5957.13 1530.33 1020.29 5227.63
7941.68 5961.59 1535.35 1007.67 5292.11
7873.10 5928.69 1538.82 1018.73 5282.80
7903.80 5940.61 1539.57 1020.19 5289.25
7953.57 5991.74 1540.47 1028.69 5271.02
7951.50 6073.05 1543.00 1043.51 5350.07
8060.64 6093.12 1553.75 1076.59 5340.85
8199.74 6241.55 1534.14 1129.30 5400.91
8480.84 6381.31 1528.26 1173.11 5491.68
8838.39 6517.55 1532.78 1204.99 5568.03
8651.29 6424.36 1556.47 1192.52 5696.24
8369.78 6251.43 1554.86 1173.19 5532.34
8178.70 6087.34 1527.48 1155.45 5404.17
8031.68 5957.08 1475.58 1117.45 5278.87
7906.61 5861.25 1457.00 1092.29 5142.55
7637.15 5903.00 1421.53 1065.36 5001.82
7526.05 5711.18 1362.03 1035.20 4870.78
7575.12 5548.59 1351.56 1010.82 4772.69
7612.53 5477.43 1363.16 991.79 4701.21
7597.81 5380.53 1317.81 954.94 4931.70
7539.21 5224.85 1442.85 938.18 4808.92
7384.97 5079.97 1396.72 924.40 4601.74
7254.50 4950.87 1363.13 908.99 4467.78
7092.79 4778.01 1250.65 895.55 4758.15
6924.16 4688.73 1199.55 888.15 4546.48
6606.62 4625.66 1147.33 885.84 4449.93
6370.76 4563.84 1110.25 882.29 4334.07
6195.70 4583.50 1065.36 877.81 4239.22
6121.03 4596.49 1093.89 868.99 4173.92
6113.29 4606.14 1100.40 882.89 4161.62
6207.87 4702.80 1136.98 892.86 4175.38
6480.77 4898.09 1068.97 906.45 4313.49
6760.03 5089.70 1131.63 923.50 4423.07
7314.68 5393.67 1155.64 986.27 4763.96
7827.91 5745.80 1203.29 1040.77 5032.62
8108.97 6083.95 1275.26 1099.63 5311.01
8529.73 6278.92 1371.09 1151.15 5563.87
8867.84 6506.83 1486.76 1169.45 5798.59
9075.53 6661.82 1540.31 1197.93 5962.56
9261.51 6747.08 1571.72 1185.49 6083.39
9413.68 6788.79 1560.95 1183.86 6187.25
9530.20 6833.21 1596.20 1136.18 6230.15
9507.99 6863.14 1540.18 1120.68 6351.21
9540.15 6825.50 1547.21 1120.08 6289.04
9477.87 6836.35 1589.24 1097.82 6309.45
9517.89 6819.20 1603.13 1116.32 6332.35
9440.88 6842.00 1601.68 1110.76 6363.95
9443.86 6820.88 1600.26 1095.28 6388.33
9371.74 6814.95 1630.35 1090.60 6316.67
9360.49 6807.51 1626.60 1111.64 6238.09
9292.13 6799.88 1663.51 1116.73 6070.61
9227.21 6799.77 1688.78 1108.30 6015.03
9233.27 6736.73 1673.48 1101.46 6217.20
9286.02 6756.07 1651.18 1116.99 6178.04
9302.99 6748.90 1656.70 1125.83 6133.87
9484.51 6766.50 1634.96 1168.83 6080.64
9664.08 6805.60 1647.69 1192.48 6074.41
9755.45 6927.33 1647.48 1204.08 6197.05
9469.44 6882.58 1679.24 1193.46 6160.73
9254.92 6564.14 1703.57 1156.11 6020.20
8942.98 6424.40 1673.02 1123.03 5934.98
8789.11 6318.76 1619.81 1100.70 5764.00
8554.21 6208.88 1575.48 1071.92 5647.86
8345.34 6234.66 1525.52 1048.07 5534.08
8054.83 5952.98 1477.38 1021.68 5445.29
8157.59 5766.93 1434.88 1014.46 5347.81
8157.98 5636.71 1439.89 973.71 5230.72
8082.88 5560.04 1433.25 949.67 5505.97
7982.25 5408.16 1615.11 925.89 5352.57
7824.12 5193.11 1525.71 915.04 5060.56
7629.43 5044.82 1469.36 900.00 4873.37
7438.57 4854.94 1377.63 882.22 5152.21
7281.38 4732.21 1284.62 881.27 5025.25
6871.17 4676.16 1232.67 874.27 4827.81
6587.48 4642.32 1197.31 864.61 4662.88
6441.65 4612.00 1185.00 822.91 4480.30
6392.44 4597.85 1147.29 849.03 4409.46
6369.95 4656.50 1159.00 850.45 4412.52
6477.35 4731.38 1148.86 852.79 4450.56
6779.78 4879.43 1161.14 876.69 4642.71
6996.00 5120.94 1209.63 905.32 4815.71
7577.70 5396.28 1269.82 971.52 5173.17
8057.38 5671.41 1357.87 1047.97 5447.06
8441.50 6024.83 1385.53 1132.55 5681.44
8808.53 6266.43 1444.49 1170.50 5927.35
8866.66 6460.01 1536.91 1186.15 6175.38
9057.05 6573.16 1586.93 1194.57 6323.08
9475.78 6659.58 1620.33 1194.78 6419.27
9542.48 6709.89 1653.48 1193.55 6493.29
9572.65 6784.95 1644.72 1175.12 6526.19
9618.17 6809.05 1622.28 1161.35 6581.35
9599.31 6811.44 1613.07 1152.01 6590.90
9636.75 6857.85 1623.08 1145.26 6614.65
9688.43 6855.12 1584.47 1133.11 6672.31
9630.37 6856.58 1564.28 1113.18 6677.74
9585.07 6898.34 1597.98 1133.74 6644.50
9680.46 6884.22 1585.29 1142.87 6607.48
9596.83 6895.40 1571.66 1145.71 6595.91
9477.28 6867.02 1518.91 1149.53 6570.64
9474.26 6893.07 1518.54 1161.09 6545.54
9447.50 6850.80 1493.30 1150.68 6459.45
9402.57 6870.62 1506.02 1173.91 6382.87
9450.62 6841.91 1529.22 1184.08 6374.16
9505.79 6789.96 1551.56 1236.24 6425.67
9732.32 6908.30 1590.24 1288.85 6545.51
9789.56 6961.24 1591.57 1280.99 6575.69
9568.64 6917.46 1646.69 1246.04 6457.43
9244.44 6674.74 1631.70 1191.15 6249.26
8911.56 6510.29 1602.33 1143.05 6109.62
8765.02 6414.56 1545.86 1143.46 5962.10
8565.72 6358.35 1544.41 1080.42 5800.20
8448.17 6312.71 1490.29 1027.97 5665.54
8166.96 6064.87 1476.09 992.36 5471.53
8348.66 5863.15 1428.36 954.16 5356.95
8228.81 5755.03 1424.18 909.50 5182.45
8160.12 5591.98 1404.49 876.34 5435.61
8008.01 5438.45 1593.45 866.39 5280.80
7695.12 5279.67 1520.77 857.08 5008.96
7498.93 5086.64 1483.26 852.43 4870.47
7290.34 4924.86 1379.24 843.80 5161.41
7127.20 4810.15 1273.68 845.26 4967.09
6802.75 4697.89 1236.82 856.53 4803.07
6590.10 4677.58 1207.31 861.50 4608.98
6417.32 4659.37 1176.57 863.92 4507.00
6380.86 4673.86 1154.58 872.60 4358.22
6353.60 4739.54 1162.80 871.69 4378.10
6453.87 4811.45 1150.81 879.24 4396.71
6689.48 4960.77 1187.41 900.20 4495.98
6980.64 5152.81 1224.89 921.73 4700.89
7607.85 5473.31 1262.24 966.23 5028.67
8076.59 5746.82 1320.19 1008.56 5300.55
8385.76 6129.00 1375.43 1049.13 5468.15
8720.68 6378.05 1444.46 1103.69 5804.27
9131.61 6603.97 1518.23 1129.48 6007.48
9333.63 6809.23 1596.07 1139.88 6167.76
9611.00 6948.14 1639.53 1137.83 6243.15
9714.96 6980.32 1676.97 1092.45 6290.11
9798.02 7048.61 1669.45 1096.78 6364.27
9799.91 7096.18 1679.57 1092.01 6307.75
9736.82 7141.43 1697.74 1079.88 6409.37
9718.59 7187.63 1687.86 1081.16 6426.37
9708.88 7212.43 1721.50 1072.40 6468.39
9668.61 7243.81 1734.55 1043.18 6409.23
9647.72 7293.13 1753.34 1033.84 6386.80
9698.19 7238.97 1779.87 1009.15 6399.15
9696.86 7282.08 1767.78 1018.03 6404.50
9689.06 7289.79 1768.32 1026.54 6413.83
9625.64 7313.29 1772.04 1049.55 6406.21
9591.61 7287.16 1755.79 1063.16 6348.70
9526.72 7262.83 1746.10 1073.88 6375.17
9544.19 7233.39 1719.73 1097.21 6403.28
9449.17 7245.34 1718.53 1142.46 6388.21
9667.88 7377.74 1701.24 1188.32 6468.99
9909.16 7432.57 1710.10 1237.15 6516.41
9773.38 7378.20 1746.10 1253.72 6582.10
9503.89 7183.36 1742.96 1239.70 6424.68
9294.76 6989.21 1681.32 1217.57 6276.79
9074.12 6881.88 1610.66 1204.24 6156.51
8882.31 6700.53 1564.08 1184.21 6015.26
8531.26 6619.86 1523.17 1162.08 5823.12
8238.52 6306.92 1460.01 1134.82 5640.73
8378.76 6130.95 1433.96 1105.82 5452.15
8246.51 6020.04 1397.74 1074.77 5358.20
8160.65 5871.06 1383.57 1050.78 5568.07
8055.76 5658.55 1542.15 1024.16 5401.59
7799.88 5490.26 1482.51 1002.45 5107.84
7584.31 5326.90 1439.15 991.69 4984.18
7402.49 5116.72 1370.94 985.03 5248.57
7194.63 5004.35 1285.93 977.38 5129.43
6849.45 4961.50 1240.27 969.12 4838.10
6607.83 4862.82 1188.78 967.65 4657.82
6443.81 4852.20 1173.59 966.74 4566.39
6362.95 4850.21 1154.28 974.48 4504.79
6351.59 4895.74 1154.20 978.89 4526.36
6430.54 4942.06 1174.93 987.07 4508.43
6676.68 5146.45 1193.26 1005.07 4622.87
7014.59 5367.93 1233.69 1027.46 4779.72
7569.77 5657.23 1292.24 1080.40 5096.40
8033.17 5978.91 1379.89 1144.15 5417.72
8317.56 6381.05 1454.33 1217.74 5667.49
8768.61 6633.67 1487.23 1244.22 5932.79
9145.78 6865.43 1579.67 1262.97 6110.45
9325.20 7084.01 1637.48 1259.54 6261.62
9512.24 7211.11 1652.06 1258.27 6329.46
9541.55 7220.65 1676.47 1237.98 6315.85
9621.02 7256.43 1710.72 1200.17 6363.10
9617.79 7265.79 1713.68 1197.77 6357.68
9507.47 7270.67 1670.68 1196.60 6409.77
9481.42 7306.93 1679.59 1199.53 6418.93
9501.85 7318.34 1726.86 1200.44 6392.85
9502.11 7300.76 1695.20 1187.20 6371.31
9463.73 7299.88 1677.88 1178.91 6377.65
9438.67 7306.44 1702.07 1170.38 6362.97
9428.60 7291.00 1683.27 1173.68 6304.92
9315.70 7309.08 1671.93 1164.53 6077.53
9258.80 7278.70 1655.29 1164.11 6055.93
9178.50 7247.85 1623.74 1174.90 6182.42
9133.91 7228.81 1628.71 1169.28 6221.12
9110.59 7185.28 1603.85 1177.83 6271.31
9092.47 7083.69 1602.52 1158.47 6277.68
9306.47 7028.40 1608.52 1246.81 6426.10
9440.90 7067.06 1597.99 1287.53 6469.91
9286.91 6962.69 1620.11 1264.91 6411.04
9019.30 6787.59 1628.53 1243.24 6238.00
8773.36 6653.23 1588.94 1222.41 6129.22
8579.26 6528.60 1552.48 1197.22 5980.58
