# NEM 2010 half-hourly demand
#
# NSW   QLD     SA1     TAS    VIC
7660.54 5454.80 1164.42 1229.71 5369.07
8059.58 5654.76 1204.71 1262.96 5557.41
8335.67 5824.06 1254.01 1269.30 5642.11
8565.82 5917.41 1282.23 1267.15 5710.76
8586.66 5935.89 1302.55 1260.35 5678.07
8657.25 5896.52 1296.98 1238.07 5641.57
8604.90 5862.46 1277.18 1204.08 5564.90
8511.47 5814.41 1305.85 1180.56 5506.62
8391.35 5801.41 1333.53 1173.59 5453.94
8337.99 5729.16 1333.11 1134.00 5408.59
8249.93 5720.10 1350.32 1121.51 5383.66
8149.25 5707.81 1334.11 1105.65 5351.38
8070.66 5670.55 1344.20 1090.97 5291.07
7994.63 5607.44 1321.84 1082.35 5239.78
7947.52 5570.55 1313.95 1059.06 5159.62
7997.36 5605.48 1283.44 1050.54 5158.27
8055.33 5625.69 1261.92 1048.84 5154.29
8111.01 5672.08 1237.14 1039.90 5152.07
8252.67 5746.32 1249.10 1047.33 5188.82
8322.76 5769.50 1254.79 1055.67 5160.12
8678.75 5853.16 1270.19 1124.89 5305.69
8982.51 6035.51 1304.58 1182.05 5438.64
8978.36 6111.99 1342.72 1243.82 5669.25
8782.28 5980.98 1389.48 1232.67 5743.63
8543.39 5972.02 1373.26 1198.90 5642.28
8406.20 5904.91 1357.85 1193.21 5569.11
8257.66 5766.84 1332.90 1183.71 5487.65
8096.38 5655.93 1300.31 1143.71 5392.97
7962.37 5525.11 1270.97 1110.61 5319.19
7925.26 5440.65 1241.36 1078.78 5200.28
7799.62 5366.90 1191.51 1052.34 5078.60
7750.23 5281.50 1165.51 1020.02 5261.86
7536.94 5157.84 1384.85 1009.82 5159.39
7358.22 5006.43 1299.97 988.10 4931.55
7128.41 4860.35 1277.77 967.61 4818.04
6955.08 4699.09 1201.74 956.56 5129.96
6763.93 4525.91 1113.67 951.52 4956.31
6433.70 4436.24 1023.34 943.60 4698.36
6258.72 4360.71 966.82 936.55 4562.45
6104.79 4330.28 966.28 937.25 4491.80
6047.08 4345.26 942.40 937.97 4359.22
6087.23 4340.66 926.81 947.30 4274.48
6089.92 4372.27 927.71 952.83 4297.35
6189.82 4443.89 932.02 968.38 4286.73
6288.51 4455.44 945.05 978.85 4351.37
6487.60 4537.72 946.80 992.61 4401.25
6769.15 4690.29 967.14 1037.63 4528.44
7115.27 4973.82 1010.64 1067.19 4544.60
7529.44 5165.67 1046.77 1088.26 4733.15
7845.52 5380.66 1062.74 1105.59 4854.78
8108.35 5566.64 1102.88 1112.40 4898.39
8304.46 5717.80 1082.55 1123.33 4982.13
8383.37 5783.05 1096.21 1102.59 4998.46
8376.46 5783.81 1081.88 1108.77 5042.79
8293.57 5796.24 1133.23 1096.56 5060.34
8218.70 5779.57 1128.16 1081.93 5062.33
8102.20 5797.04 1113.11 1077.90 5049.10
8072.82 5783.26 1136.35 1064.43 5019.12
7912.55 5786.21 1092.72 1040.58 4994.70
7848.28 5767.72 1106.56 1019.99 4975.40
7760.30 5727.32 1128.65 1021.95 4764.87
7760.69 5654.10 1147.11 1023.60 4920.17
7776.85 5671.30 1166.08 1015.32 4906.85
7801.26 5689.67 1172.78 1027.52 4947.47
7845.22 5691.49 1193.98 1044.81 5019.89
7812.53 5776.96 1221.71 1053.82 4994.44
7836.91 5820.34 1234.36 1049.92 5052.73
7966.50 5884.57 1278.71 1080.61 5005.32
8113.15 5934.04 1291.75 1113.56 5133.14
8270.12 6087.83 1291.22 1122.36 5285.22
8426.31 6222.42 1267.08 1181.82 5470.02
8277.07 6182.73 1320.24 1200.63 5468.44
8138.53 6152.64 1291.40 1178.69 5393.34
8013.18 6057.00 1239.54 1163.08 5247.95
7926.72 5911.50 1241.29 1098.68 5075.12
7781.80 5737.23 1236.14 1046.52 4871.89
7627.58 5614.68 1191.42 1020.79 4677.30
7594.38 5468.20 1145.79 980.07 4510.21
7369.25 5379.70 1149.15 953.03 4426.90
7182.11 5307.97 1153.44 932.29 4692.20
6955.33 5160.31 1343.40 914.58 4579.95
6817.08 5023.41 1274.25 892.20 4498.20
6669.92 4858.47 1272.31 890.67 4370.06
6444.90 4663.65 1180.20 888.18 4701.05
6200.34 4593.03 1103.19 889.30 4559.32
6058.92 4479.90 1037.63 890.31 4415.90
5961.98 4411.69 1000.00 903.44 4258.44
5896.46 4397.98 984.10 906.11 4229.84
5882.83 4420.45 977.54 920.33 4201.52
5910.41 4423.43 988.80 929.34 4243.64
6018.99 4519.79 950.42 974.83 4381.00
6230.28 4722.57 975.36 1038.75 4687.52
6332.83 4905.12 1038.16 1102.77 5108.66
6498.62 5328.38 1094.16 1211.42 5585.04
6765.08 5755.25 1099.72 1280.37 5962.19
7101.32 6168.46 1109.50 1294.87 5975.26
7403.19 6392.21 1165.40 1268.19 5993.11
7748.67 6487.35 1210.52 1252.01 6030.56
8035.29 6536.43 1207.94 1228.00 6033.96
8277.79 6563.71 1251.40 1195.86 6070.01
8267.47 6620.77 1267.55 1173.45 6058.26
8260.47 6660.32 1269.23 1165.45 6063.85
8241.00 6679.34 1270.21 1132.94 6162.47
8209.10 6648.37 1256.74 1100.95 6139.87
8155.23 6726.78 1242.30 1086.20 6120.03
8073.01 6677.15 1264.27 1066.34 6086.78
7950.67 6714.11 1260.56 1077.93 6125.06
7895.37 6753.11 1259.41 1119.27 6079.70
7838.16 6740.35 1232.54 1108.40 5980.32
7851.07 6703.39 1243.09 1100.65 6051.89
7866.17 6672.96 1244.16 1115.26 6072.48
7917.50 6648.11 1244.75 1125.34 6073.88
7968.62 6664.69 1253.27 1142.61 6062.38
8030.70 6708.25 1251.91 1156.04 6084.14
8213.69 6667.48 1282.12 1189.43 6069.77
8312.23 6617.51 1308.92 1197.89 5993.60
8432.97 6578.59 1325.45 1227.57 5907.57
8641.88 6707.85 1332.06 1225.93 5835.00
8660.63 6794.55 1362.59 1241.32 5962.52
8489.33 6619.07 1443.03 1221.96 5960.09
8325.18 6505.08 1438.10 1209.04 5855.92
8169.09 6479.86 1432.14 1205.52 5710.06
7963.70 6271.85 1426.85 1172.82 5598.66
7938.96 6056.54 1388.72 1129.80 5406.99
7898.21 5842.44 1358.68 1076.37 5165.69
7912.80 5667.10 1326.66 1054.84 4967.44
7814.68 5543.76 1329.97 1013.13 4843.48
7709.08 5427.56 1300.41 941.84 5110.60
7635.29 5228.73 1513.87 905.15 5021.68
7520.70 5047.38 1469.99 915.49 4853.26
7346.59 4861.00 1452.84 932.92 4739.70
7051.50 4698.48 1366.68 923.31 5078.67
6753.93 4546.36 1279.01 948.04 4961.39
6495.67 4438.32 1203.32 926.76 4737.85
6391.10 4401.79 1183.21 913.23 4585.67
6319.86 4407.22 1184.41 910.87 4534.53
6346.62 4407.53 1169.01 908.33 4492.61
6546.95 4459.98 1188.34 926.42 4562.83
6826.08 4541.20 1242.73 977.53 4780.44
7380.92 4730.44 1259.11 1033.10 5136.35
7771.20 4918.81 1353.97 1136.74 5529.53
8137.36 5324.02 1462.79 1257.64 5997.51
8558.00 5747.90 1558.88 1303.67 6357.08
8792.71 6142.04 1654.06 1275.07 6306.45
9003.34 6380.86 1648.31 1288.51 6307.07
9233.32 6523.50 1661.07 1254.64 6360.26
9341.23 6604.88 1688.15 1230.57 6311.19
9437.05 6622.09 1669.56 1212.50 6316.19
9373.65 6677.25 1680.30 1195.03 6311.31
9382.98 6681.12 1679.55 1184.31 6314.25
9391.45 6703.10 1669.03 1169.93 6352.60
9359.84 6729.09 1677.60 1140.69 6353.59
9365.81 6761.04 1686.23 1149.44 6347.61
9368.55 6737.10 1677.21 1140.20 6333.28
9356.19 6777.51 1695.35 1161.67 6342.79
9330.57 6800.01 1698.53 1158.74 6340.96
9277.00 6808.84 1704.27 1144.83 6087.84
9265.12 6775.94 1676.90 1151.28 6070.22
9235.37 6740.70 1673.28 1155.67 6257.69
9188.07 6742.96 1655.22 1159.53 6269.98
9215.36 6720.52 1637.46 1168.90 6303.53
9177.48 6731.08 1632.29 1198.27 6306.78
9128.55 6782.75 1648.86 1206.95 6247.97
8971.24 6768.64 1630.98 1216.52 6128.16
9022.26 6690.41 1641.05 1229.41 6087.29
9049.06 6814.66 1624.24 1254.12 6004.60
9041.09 6905.58 1634.70 1283.16 6120.65
8901.03 6753.40 1681.20 1281.02 6093.65
8717.62 6677.19 1675.05 1266.70 6042.03
8531.36 6598.01 1641.52 1260.47 5898.34
8339.68 6389.14 1601.01 1230.25 5763.49
8348.00 6217.79 1569.09 1175.35 5530.99
8239.90 6021.82 1501.10 1130.19 5265.97
8211.02 5805.94 1443.86 1091.41 5119.24
8083.17 5639.48 1399.70 1067.72 5071.25
7941.78 5485.07 1391.58 1037.10 5240.12
7823.24 5276.77 1573.38 1029.77 5150.35
7665.38 5102.77 1519.84 1011.03 4974.32
7480.68 4936.32 1515.44 986.07 4835.86
7124.18 4759.49 1430.42 980.14 5210.95
6827.49 4655.49 1350.27 956.03 5028.94
6612.72 4564.61 1303.97 957.95 4857.59
6463.90 4502.98 1269.67 957.12 4736.32
6419.30 4505.29 1240.34 964.12 4683.64
6426.98 4515.30 1249.09 955.02 4675.29
6666.23 4543.32 1251.28 970.75 4755.37
6928.63 4628.77 1266.40 986.32 4945.44
7422.49 4834.60 1299.48 1026.44 5268.61
7827.86 4998.02 1385.78 1127.62 5617.06
8197.29 5410.27 1474.88 1227.43 6078.29
8619.12 5813.65 1582.91 1282.72 6404.76
8824.94 6211.76 1666.13 1294.34 6359.91
9017.68 6426.20 1627.80 1265.02 6382.29
9276.86 6520.00 1635.70 1241.19 6414.42
9401.26 6566.70 1642.00 1198.51 6390.96
9463.74 6617.71 1616.28 1188.78 6416.61
9497.10 6647.41 1577.23 1176.18 6398.55
9451.52 6653.27 1547.93 1171.13 6385.50
9363.43 6708.99 1495.60 1147.23 6372.97
9261.71 6677.76 1509.32 1145.19 6404.13
9357.36 6691.68 1470.66 1148.69 6428.55
9373.92 6682.10 1466.85 1160.64 6428.59
9240.41 6692.98 1429.05 1160.11 6445.86
9266.25 6747.55 1402.85 1163.71 6350.58
9250.96 6776.92 1404.94 1173.59 6316.94
9198.98 6737.55 1407.29 1188.46 6281.35
9156.15 6688.30 1410.92 1198.30 6202.37
9111.33 6680.58 1399.35 1222.48 6241.73
9164.97 6702.75 1440.91 1237.36 6286.39
9131.82 6712.84 1405.97 1269.66 6273.89
9143.01 6716.54 1367.79 1298.31 6309.26
8976.52 6687.09 1392.43 1295.76 6147.23
8981.67 6579.90 1398.40 1298.55 5966.59
9072.41 6676.01 1409.59 1294.65 5932.09
9093.30 6797.26 1434.28 1285.03 5980.01
8916.33 6669.98 1511.54 1246.20 5942.35
8781.99 6594.05 1514.77 1159.47 5841.78
8578.48 6510.97 1519.73 1128.22 5722.69
8296.49 6337.18 1483.00 1092.95 5514.05
8322.99 6170.76 1472.45 1052.20 5229.47
8195.77 5939.59 1399.53 989.03 5032.68
8158.51 5740.41 1313.36 968.71 4880.59
8056.66 5617.34 1292.07 940.97 4791.06
7865.37 5503.74 1273.08 913.00 5047.55
7765.34 5351.13 1453.00 901.92 4962.51
7604.94 5141.21 1371.63 899.65 4767.00
7323.63 4964.52 1373.83 893.88 4662.82
7022.85 4745.93 1329.62 898.39 5014.23
6703.30 4602.15 1244.93 900.21 4872.12
6470.19 4518.87 1188.84 890.59 4700.98
6373.17 4499.55 1132.93 885.12 4561.13
6294.89 4469.55 1143.28 897.24 4492.83
6335.47 4459.79 1129.41 914.36 4453.81
6554.38 4530.19 1142.32 927.87 4608.69
6836.72 4619.36 1158.45 950.10 4875.14
7395.08 4793.79 1223.28 1001.33 5296.56
7799.04 5055.50 1357.33 1092.96 5711.63
8224.54 5453.75 1463.62 1184.90 6302.94
8618.56 5933.99 1590.09 1221.80 6732.41
8810.66 6302.88 1709.23 1225.88 6664.96
8974.75 6588.41 1705.24 1218.23 6627.28
9219.01 6679.92 1728.29 1210.70 6609.50
9269.75 6758.80 1702.54 1171.53 6590.83
9326.27 6744.33 1694.35 1134.56 6507.86
9344.73 6779.90 1688.52 1118.11 6387.93
9350.47 6838.79 1638.05 1131.04 6376.81
9335.59 6897.53 1605.85 1118.44 6371.52
9272.66 6898.03 1601.44 1102.23 6317.63
9241.06 6922.75 1579.82 1086.81 6275.56
9177.60 6938.96 1563.72 1074.45 6235.76
9115.31 6971.20 1564.25 1064.41 6198.21
9078.62 6984.41 1542.22 1044.58 6180.33
9031.36 6955.76 1532.94 1041.45 6164.40
8940.60 6968.83 1519.43 1066.58 6088.57
8919.47 6946.01 1511.76 1078.37 6042.62
8870.71 6909.70 1471.96 1103.96 6050.73
8969.00 6883.95 1456.73 1136.23 6047.70
9021.47 6909.44 1449.59 1177.22 6048.91
9109.78 6894.04 1447.97 1221.90 6104.12
9132.73 6803.70 1488.11 1257.07 6063.30
9240.01 6803.58 1503.98 1277.20 6083.31
9350.70 6942.57 1537.09 1293.15 6103.71
9295.02 7018.57 1578.07 1297.34 6327.82
9166.05 6908.29 1661.61 1289.33 6351.70
9025.26 6836.73 1692.72 1271.49 6318.77
8755.90 6737.41 1671.46 1258.84 6142.60
8464.03 6553.73 1633.58 1207.67 5965.79
8495.39 6350.28 1595.43 1161.35 5662.98
8340.28 6092.88 1511.10 1090.54 5349.60
8293.79 5868.36 1460.97 1048.79 5145.39
8187.85 5779.98 1436.06 1013.35 5079.12
8049.98 5615.17 1423.00 961.48 5275.47
7928.36 5430.06 1595.67 954.03 5181.16
7733.28 5212.50 1556.35 957.03 5067.35
7537.99 5079.25 1532.78 933.43 4933.83
7250.58 4873.81 1431.96 947.44 5285.30
6954.98 4769.31 1351.92 952.80 5108.36
6737.48 4687.76 1304.21 973.22 4928.75
6612.15 4671.27 1265.00 969.26 4784.57
6566.17 4616.88 1228.91 965.14 4742.00
6616.21 4628.13 1221.98 936.74 4693.94
6837.36 4662.72 1219.53 971.76 4788.64
7103.22 4773.00 1257.84 1026.74 4981.98
7654.24 4970.27 1306.03 1142.62 5360.12
8037.66 5172.36 1404.56 1225.09 5754.76
8416.42 5541.03 1493.40 1288.12 6370.76
8792.78 5914.95 1622.43 1368.68 6715.48
9054.13 6273.41 1708.07 1367.19 6638.86
9184.29 6496.82 1709.88 1351.40 6626.69
9388.92 6607.35 1712.85 1330.71 6655.74
9420.86 6724.51 1711.29 1320.63 6624.18
9455.31 6763.80 1717.49 1270.04 6583.08
9407.96 6759.92 1689.40 1262.63 6373.60
9361.53 6750.79 1691.95 1243.31 6412.55
9315.95 6779.23 1672.10 1224.75 6458.89
9269.45 6730.49 1692.15 1215.04 6429.52
9238.03 6726.36 1665.55 1189.86 6370.46
9162.69 6690.95 1645.14 1179.99 6364.44
9119.50 6684.32 1658.18 1177.21 6269.50
9067.47 6681.15 1636.70 1158.40 6281.56
9023.10 6579.84 1634.31 1143.34 6188.12
9011.46 6524.12 1613.65 1177.71 6110.91
8999.66 6459.31 1586.12 1168.07 6112.46
8925.83 6430.89 1559.32 1162.18 6102.90
8963.85 6432.16 1542.94 1189.70 6081.71
8991.62 6478.91 1556.48 1212.35 6094.38
8896.09 6543.06 1562.74 1213.86 6095.50
8736.76 6567.07 1568.18 1206.84 6002.93
8728.50 6489.79 1558.56 1199.69 6013.08
8831.77 6508.49 1570.54 1242.55 5981.93
8860.30 6568.63 1587.76 1285.03 6183.05
8744.75 6413.19 1653.08 1275.96 6240.57
8672.33 6377.19 1671.70 1266.64 6224.55
8463.13 6296.63 1658.81 1262.55 6034.40
8226.62 6092.60 1625.12 1195.93 5908.13
8331.89 5966.54 1589.23 1171.89 5723.25
8290.68 5852.23 1549.85 1133.94 5550.73
8354.89 5730.72 1500.90 1100.05 5377.85
8270.03 5657.92 1460.29 1078.73 5195.03
8057.46 5598.41 1424.61 1044.06 5412.70
7953.27 5395.04 1617.14 1018.96 5329.05
7715.20 5218.95 1554.65 993.70 5152.26
7514.05 5039.67 1513.68 993.68 4983.00
7196.63 4813.32 1411.55 996.64 5323.67
6831.66 4647.88 1325.15 974.63 5147.62
6582.78 4572.11 1274.18 966.18 4952.81
6426.48 4507.00 1225.76 971.46 4793.93
6383.73 4489.27 1198.06 971.42 4708.80
6354.45 4462.56 1166.31 951.35 4659.25
6404.77 4496.02 1168.86 991.30 4650.32
6474.07 4540.97 1179.22 1023.71 4718.39
6717.71 4615.00 1202.65 1063.84 4846.39
6829.26 4695.46 1244.22 1086.67 4985.94
7146.75 4808.03 1280.58 1135.96 5196.17
7557.64 5034.26 1332.32 1193.56 5418.56
7952.82 5312.71 1396.22 1208.31 5543.58
8281.89 5527.68 1396.87 1226.17 5623.43
8631.08 5760.31 1402.06 1262.38 5678.27
8651.01 5948.63 1413.58 1254.11 5606.61
8709.70 6042.29 1402.67 1229.11 5607.68
8706.88 6091.59 1404.50 1221.78 5562.46
8660.24 6087.51 1378.02 1195.48 5554.01
8595.00 5991.42 1372.42 1178.45 5478.22
8513.01 5975.40 1366.21 1176.04 5465.18
8426.49 5970.25 1382.11 1153.77 5414.18
8340.43 5921.21 1363.47 1123.34 5364.99
8266.13 5915.07 1371.21 1123.62 5321.62
8142.49 5916.55 1355.94 1112.27 5279.71
8091.48 5883.13 1359.01 1105.02 5241.01
8067.42 5800.99 1328.50 1105.86 5229.65
8074.78 5751.67 1330.39 1108.58 5228.73
8133.26 5758.07 1322.67 1115.68 5270.90
8170.54 5786.67 1312.92 1112.50 5298.64
8173.27 5851.30 1321.42 1137.64 5334.87
8223.83 5937.90 1315.31 1139.23 5362.19
8294.76 6070.39 1329.93 1148.99 5379.89
8398.22 6093.63 1347.35 1174.15 5416.09
8547.93 6203.94 1344.25 1193.83 5429.82
8586.87 6264.45 1346.41 1221.40 5619.76
8361.06 6160.57 1403.78 1233.45 5696.02
8129.50 6137.52 1403.76 1224.93 5603.78
8035.73 6078.27 1358.77 1228.57 5509.91
7937.77 5938.96 1328.50 1220.02 5462.61
7954.39 5771.04 1308.18 1194.04 5343.98
7903.97 5703.51 1268.59 1164.65 5252.71
7871.91 5614.21 1205.30 1128.54 5084.99
7668.88 5514.47 1192.95 1112.53 4975.09
7457.28 5449.12 1167.75 1088.01 5144.80
7246.59 5305.07 1346.04 1076.66 5017.95
7086.32 5138.17 1295.13 1061.65 4804.04
6927.21 4963.85 1283.78 1046.52 4688.10
6680.02 4792.37 1219.79 1036.52 4992.55
6410.12 4628.58 1165.18 1034.64 4898.80
6259.73 4515.84 1102.58 1028.07 4719.04
6196.25 4464.00 1064.68 1026.71 4588.68
6105.02 4443.77 1040.37 1025.79 4522.94
6169.81 4409.83 1019.30 1014.42 4436.19
6182.88 4422.25 1001.88 1011.06 4438.24
6192.21 4428.67 1014.93 985.95 4445.32
6366.65 4513.04 1030.15 964.19 4496.28
6437.21 4459.69 1051.12 979.42 4487.95
6654.73 4552.58 1060.26 1012.55 4620.03
6973.80 4730.46 1068.93 1049.31 4785.55
7390.37 5020.52 1129.08 1093.00 4857.91
7686.09 5178.75 1126.43 1115.51 5017.65
7946.00 5429.62 1187.90 1154.51 5137.69
8072.85 5636.91 1224.45 1159.86 5179.07
8279.53 5767.23 1238.93 1162.27 5212.42
8222.16 5828.07 1243.58 1125.16 5176.93
8252.07 5843.88 1242.88 1109.43 5160.07
8220.97 5884.26 1247.10 1107.05 5151.35
8138.15 5884.06 1250.42 1084.97 5121.76
8017.17 5842.51 1266.46 1062.15 5079.46
7967.65 5866.46 1268.34 1045.29 5051.63
7841.03 5845.00 1292.00 1038.06 5007.44
7778.81 5802.55 1290.49 1028.44 5028.10
7687.93 5759.19 1294.89 1017.04 4999.20
7671.30 5723.34 1293.85 1033.03 5018.71
7691.28 5704.70 1295.35 1035.13 5009.47
7757.77 5705.80 1301.23 1043.82 5046.04
7813.48 5758.49 1306.06 1058.74 5091.94
7756.74 5792.26 1322.94 1071.62 5122.17
8022.91 5886.41 1328.67 1089.70 5179.44
8252.60 6041.04 1344.57 1118.22 5237.16
8411.43 6156.13 1348.50 1119.14 5312.22
8610.76 6306.91 1354.63 1143.89 5288.65
8645.01 6396.48 1334.20 1168.74 5410.88
8502.18 6319.27 1398.12 1170.39 5508.16
8380.87 6275.34 1399.60 1157.04 5402.67
8210.52 6235.55 1360.50 1137.21 5247.81
7995.92 6110.26 1324.51 1111.20 5111.17
7833.51 5936.85 1269.43 1050.48 4933.89
7702.09 5757.61 1232.78 1011.87 4727.44
7615.04 5623.62 1209.87 978.98 4569.56
7473.16 5525.83 1164.38 932.92 4479.32
7239.51 5417.58 1121.56 911.41 4701.58
7132.45 5249.92 1298.72 906.52 4576.30
6985.63 5078.71 1216.03 902.46 4469.34
6826.08 4930.54 1182.25 895.84 4345.17
6622.90 4803.10 1091.96 896.11 4701.07
6480.72 4647.88 1049.21 893.54 4576.60
6320.16 4528.74 1004.40 891.84 4432.63
6206.53 4495.62 972.67 894.18 4319.47
6176.72 4483.11 940.79 904.94 4262.67
6300.06 4509.11 944.24 899.20 4222.70
6569.14 4574.73 926.26 940.80 4288.85
6877.75 4634.23 951.68 977.46 4421.88
7505.24 4836.45 1007.65 1066.80 4828.27
8054.04 5067.97 1126.12 1180.99 5197.95
8494.87 5479.45 1210.13 1274.60 5695.80
8986.02 5908.48 1326.51 1322.22 6022.77
9115.66 6317.27 1403.61 1313.99 5941.50
9167.67 6533.43 1401.10 1274.28 5968.12
9395.62 6582.48 1444.50 1236.94 6025.49
9492.60 6579.49 1445.09 1209.51 6030.77
9572.73 6618.63 1470.89 1181.75 6049.69
9506.56 6606.77 1470.63 1168.48 6019.87
9532.89 6608.67 1458.50 1144.88 6052.07
9505.29 6605.01 1485.17 1136.18 6105.12
9427.86 6613.77 1504.58 1121.99 6066.48
9309.81 6641.15 1525.49 1106.56 6126.42
9358.46 6604.39 1537.05 1111.04 6167.93
9279.37 6601.03 1564.25 1120.93 6247.16
9215.98 6582.82 1589.30 1115.98 6210.87
9216.73 6563.35 1617.33 1097.80 6204.82
9075.95 6470.97 1590.74 1098.95 6242.13
9098.66 6436.76 1599.77 1111.98 6210.44
9037.25 6420.47 1617.22 1112.25 6250.36
9102.74 6482.83 1638.18 1120.34 6261.56
9114.18 6511.43 1655.63 1125.99 6189.32
9200.01 6675.66 1651.61 1139.93 6142.88
9133.97 6754.62 1645.83 1130.03 6032.01
9126.71 6813.24 1628.19 1141.76 5930.16
9277.16 6832.78 1592.37 1149.46 5887.82
9366.42 6880.81 1565.51 1158.91 5980.36
9202.76 6739.35 1567.15 1146.72 5969.95
8999.25 6638.82 1524.11 1118.83 5893.00
8728.73 6576.89 1475.47 1087.32 5711.03
8465.15 6360.82 1400.50 1056.15 5532.88
8440.04 6200.25 1334.34 1043.91 5258.47
8311.72 6006.89 1275.05 1007.96 4979.27
8239.56 5803.53 1229.39 986.65 4855.34
8191.58 5660.34 1206.71 954.80 4787.46
8046.43 5518.76 1158.19 939.06 5050.59
7910.21 5343.03 1317.45 922.49 4920.01
7752.02 5196.30 1268.36 922.07 4723.39
7583.82 4993.84 1301.04 913.83 4620.54
7209.53 4806.06 1210.85 926.90 4923.77
6932.96 4649.96 1182.13 926.13 4723.57
6716.88 4579.49 1222.54 928.90 4558.47
6558.93 4530.69 1175.34 922.71 4469.82
6564.75 4479.62 1147.49 916.19 4417.33
6587.04 4483.72 1119.20 925.61 4399.51
6818.12 4509.68 1120.21 923.38 4528.90
7147.30 4580.95 1158.74 951.28 4717.16
7746.48 4793.20 1168.81 1000.15 5042.39
8381.40 4988.95 1224.63 1090.42 5390.04
8804.23 5410.21 1311.55 1186.43 5860.24
9241.92 5847.18 1478.03 1256.47 6202.13
9333.96 6261.11 1586.63 1264.24 6150.04
9377.91 6488.52 1559.47 1240.20 6112.37
9436.22 6580.14 1586.80 1239.13 6227.46
9493.68 6560.95 1606.83 1217.15 6283.48
9513.18 6551.71 1610.68 1172.01 6307.45
9506.95 6485.87 1594.40 1166.89 6336.42
9483.09 6517.30 1629.69 1207.44 6358.38
9417.95 6493.14 1654.56 1207.57 6433.30
9428.23 6455.23 1661.54 1190.59 6449.82
9359.88 6438.96 1675.33 1207.17 6451.25
9376.58 6425.03 1670.85 1201.58 6449.50
9368.75 6431.98 1637.25 1184.31 6482.86
9335.15 6458.87 1644.41 1188.96 6471.11
9299.95 6462.31 1654.38 1175.07 6463.04
9286.59 6417.28 1638.71 1158.29 6418.89
9278.82 6384.40 1618.22 1161.28 6492.47
9257.16 6384.48 1625.98 1196.24 6500.16
9294.36 6368.23 1607.76 1199.94 6614.63
9286.62 6383.35 1638.46 1222.93 6581.14
9277.96 6440.58 1638.91 1266.61 6547.85
9162.41 6499.64 1645.99 1291.19 6503.59
9181.25 6505.16 1664.01 1289.73 6428.71
9225.08 6620.52 1636.52 1306.12 6311.83
9296.24 6692.07 1631.28 1304.73 6360.48
9153.46 6597.96 1620.87 1300.03 6259.73
8972.64 6532.87 1589.37 1260.56 6110.18
8760.34 6513.56 1551.74 1239.99 5920.37
8508.27 6315.41 1492.12 1183.16 5745.19
8518.58 6100.29 1463.47 1147.75 5482.62
8378.52 5936.76 1406.36 1096.82 5238.81
8292.30 5698.21 1352.60 1037.64 5096.29
8194.40 5571.99 1316.91 1007.80 5010.65
8025.21 5456.04 1278.37 975.01 5275.97
7917.90 5290.17 1512.27 952.77 5154.43
7767.81 5097.92 1456.95 943.54 4970.63
7529.10 4945.49 1423.55 944.47 4878.75
7288.45 4757.07 1329.38 946.34 5199.14
6914.64 4622.52 1258.30 944.72 5067.61
6668.41 4513.56 1205.04 949.28 4897.77
6523.40 4492.62 1172.90 940.55 4716.12
6411.34 4467.16 1149.99 962.10 4674.57
6521.26 4474.62 1158.38 973.45 4667.10
6754.20 4524.41 1174.51 995.58 4759.70
7139.83 4627.00 1192.89 1027.04 4929.57
7794.54 4783.71 1234.53 1100.92 5319.53
8318.69 4981.84 1325.68 1200.46 5686.41
8722.40 5404.51 1454.64 1303.99 6173.73
9089.21 5830.33 1600.76 1363.47 6487.99
9228.34 6210.79 1671.41 1344.89 6489.18
9243.27 6382.09 1633.93 1338.71 6483.90
9367.94 6459.77 1640.74 1319.97 6548.93
9427.41 6442.43 1667.65 1276.29 6591.25
9497.65 6463.14 1666.77 1221.89 6614.78
9453.42 6446.35 1648.58 1219.58 6630.96
9359.85 6417.65 1663.36 1203.64 6617.90
9361.21 6426.83 1654.58 1192.21 6609.93
9385.56 6338.07 1636.76 1186.70 6629.57
9366.10 6386.34 1612.86 1146.43 6651.41
9375.09 6362.44 1622.50 1146.38 6617.05
9372.35 6346.73 1630.65 1132.78 6639.30
9399.82 6366.10 1621.44 1138.02 6616.44
9337.25 6395.73 1645.45 1129.79 6624.69
9285.95 6342.91 1608.82 1141.46 6544.54
9347.58 6279.51 1589.09 1143.81 6519.22
9337.23 6233.16 1582.36 1163.55 6625.17
9432.52 6282.03 1593.19 1191.98 6659.96
9442.81 6294.75 1580.83 1227.27 6716.58
9464.87 6352.07 1581.44 1250.19 6765.45
9340.25 6351.27 1582.05 1266.24 6652.55
9363.03 6355.49 1584.86 1272.44 6597.95
9391.28 6532.64 1593.02 1275.63 6545.87
9309.51 6639.45 1618.87 1290.58 6538.88
9045.45 6522.36 1652.52 1283.55 6491.18
8842.23 6426.26 1674.81 1271.88 6352.66
8574.71 6445.00 1655.09 1252.77 6136.08
8298.29 6224.42 1627.19 1200.40 5946.41
8290.58 6079.39 1581.56 1160.40 5671.06
8182.86 5900.31 1512.22 1120.40 5423.80
8139.36 5754.39 1443.56 1085.01 5255.53
8031.92 5574.51 1410.22 1036.37 5129.46
7867.83 5428.84 1396.08 1013.64 5356.60
7735.95 5266.53 1612.11 991.39 5215.52
7559.17 5075.51 1540.84 987.10 5054.39
7342.30 4942.39 1528.81 984.01 4925.16
7029.43 4783.49 1408.07 964.57 5287.63
