# "Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046129.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046126.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-016001.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-018106.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-043091.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-036031.epw"
2.26071,2.29998,1.69624,2.24601,2.17917,2.39669
1.38107,1.62341,0.974586,2.16973,0,1.37513
0,0,0,0.85494,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.143221,0
2.3325,2.34811,1.09232,0,2.22534,2.36532
2.35608,2.39604,2.24294,0,2.18609,2.36748
2.2925,2.34801,2.16877,0,2.12876,2.36049
2.2199,2.25083,1.94684,0,2.02525,2.25718
2.13085,1.97211,1.41653,0,1.85157,1.96556
2.22314,2.23965,1.83464,0,2.10448,2.22625
2.29236,2.31356,2.1433,0,2.21292,2.34797
2.34388,2.35847,2.14486,0,2.19552,2.33334
2.29562,2.30874,2.21818,0,2.07552,2.19582
1.36083,1.58057,2.13527,0,0,1.23373
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.29498,2.35307,0.823869,0,1.69023,1.87511
2.35017,2.35864,1.95135,2.11838,1.78573,1.62246
2.27622,2.34475,2.16435,2.13684,1.44917,1.82685
2.18615,2.25546,1.99151,2.07344,1.32841,1.39696
1.98421,1.99923,1.72239,1.93651,0.975119,0.764735
2.18071,2.18836,2.01273,2.00339,0.212173,0.224233
2.04006,2.31864,2.12714,1.878,0,0.7446
2.3104,2.3736,2.18818,2.11311,0.050801,0.7446
2.26464,2.32182,2.18038,2.15046,0.227732,0
1.27914,1.54126,2.02627,2.06166,0,0.351531
0,0,0,0.791252,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.2769,2.27138,1.12288,0,0,0
2.31458,2.27885,2.2445,2.1361,0,0.150008
2.24715,2.27587,2.19184,1.84154,0.0771501,0
2.13614,2.19186,1.96599,1.68873,0.00831371,0
1.9318,1.82513,1.70048,1.65544,0,0
2.19463,2.07043,2.02927,1.88563,0.134569,0
2.29118,2.26787,1.72065,1.99768,0,0
2.3626,2.31839,1.6202,2.09493,0,0.236917
2.34088,2.27572,0.848699,2.14341,0,1.22029
1.31519,1.45483,1.9794,2.0575,0,0.870084
0,0,0,0.680077,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.54002,2.39235,1.19707,0,1.61721,1.34681
2.51994,2.4321,2.31846,1.61216,1.5779,0.204189
2.43019,2.37175,2.1898,2.12762,1.5265,0.488496
2.33336,2.24066,1.97755,1.94747,1.64018,0.22726
2.09494,1.89671,1.6385,1.44803,1.24485,0.345274
2.32905,2.29759,1.99298,1.66827,1.5516,1.64288
2.41348,2.41184,2.28063,1.86104,1.48973,2.11588
2.48475,2.48006,2.37248,2.10452,1.75505,2.13032
2.46626,2.46776,2.38972,2.16819,1.93645,1.99939
1.35042,1.59004,2.19545,2.10358,0,1.01405
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.51646,2.5129,1.21338,0,2.19339,2.30477
2.49033,2.50523,2.37889,2.26432,2.1832,2.34906
2.40032,2.44568,2.26818,2.24453,2.16119,2.33034
2.30214,2.34499,2.03221,1.93984,2.06661,2.25881
2.09386,2.0411,1.59064,1.58105,1.85097,1.69699
2.26252,2.29582,1.45688,1.95981,2.14748,2.04634
2.34801,2.38988,1.39678,2.1287,2.24387,2.34169
2.40591,2.45802,1.4423,2.21446,2.16356,2.35337
2.37709,2.42533,1.71157,2.26552,2.12708,2.24662
1.22295,1.4836,1.96877,2.21213,0,1.19487
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.38293,2.40333,1.29895,0,2.17949,2.28523
2.38901,2.44396,2.47429,2.29115,2.18896,2.30521
2.30673,2.36879,2.35821,2.25423,2.17749,2.30165
2.21699,2.27157,2.14047,1.97249,2.08257,2.21699
2.04545,1.88359,1.79468,1.62446,1.84561,1.67924
2.22444,2.22201,2.13282,1.95995,2.19154,2.15065
2.30516,2.35412,2.32722,2.0547,2.29457,2.08725
2.36974,2.40958,2.41304,2.15874,2.29317,2.29493
2.33858,2.38162,2.44808,2.21004,2.1665,2.23837
1.14704,1.39226,2.26888,2.13927,0,1.02304
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.3554,2.22287,0.242811,0,2.17104,2.26716
2.36623,2.29329,2.27339,2.10932,2.18624,2.27557
2.27524,2.23579,2.17958,2.00743,2.13129,2.2511
2.17344,2.12915,1.9248,1.76465,1.90363,2.1532
1.80911,1.70496,1.5673,1.28967,0.964477,1.70269
2.14977,1.83427,1.8765,1.18354,1.55694,2.20274
2.23637,1.99867,2.05929,1.00771,1.72845,2.3551
2.29537,0.983997,2.16177,1.72809,1.14579,2.35946
2.25278,1.30656,2.29871,1.42606,1.97494,2.24284
1.03714,1.25532,1.70973,1.96876,0,0.985796
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.9497,0.88989,0.407018,0,2.0562,2.18508
1.99105,1.70283,2.08666,1.98446,2.03556,2.17983
1.56186,1.26297,1.8949,1.8703,1.99087,2.16382
0.58337,1.61107,1.69315,1.44194,1.49873,1.98032
1.37687,0.626746,1.44948,1.14596,0.200291,1.14657
1.70131,0.220011,1.6355,0.404354,0.240853,1.84887
1.24992,0.941996,1.82543,0.952373,1.80038,1.98955
1.19226,1.83571,1.94435,1.26674,1.1981,0.779734
1.64952,2.01606,2.07888,1.80924,1.99345,1.86925
0.248565,1.05699,0.978118,1.92138,0,1.03385
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.01427,2.00515,0,0,2.09169,2.23314
2.09326,2.09512,0.801063,0,2.06154,2.21058
1.97374,1.96792,0,0,1.61359,2.20273
1.81558,1.11769,0,0,1.38497,2.08095
1.35852,0.29559,0,0.0241526,1.05405,1.18668
1.64753,1.31032,0,0.219336,1.87152,1.83937
1.48337,1.50191,0,0,1.68595,2.01933
1.99004,1.7332,0,0,1.79733,2.30222
1.96026,2.05364,0,0,2.01722,2.16082
0.958266,1.03708,0,0.165185,0,0.900981
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.622848,0,0,1.27699,2.0185
0,0.217847,1.75711,2.26621,1.63917,2.03137
0,0,1.68066,1.97242,1.78101,2.01467
0,0,1.421,1.69367,1.64213,1.75134
0,0,0.882429,0.906378,1.02777,0.350039
0,0,0.625232,0.810854,1.27729,1.09682
0,0,0.250498,1.23417,1.33872,2.14771
0,0,0.54274,2.09217,1.56652,2.17827
0,0,0.309262,1.94051,1.57282,1.9537
0,0,0.487534,1.9427,0,0.845125
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.89574,1.87304,0.744843,0,1.83722,0.983804
2.00594,2.09646,2.26925,2.29997,1.8202,1.19619
1.17859,2.04186,2.17113,2.05056,1.59165,1.42435
1.29544,1.95077,1.97467,1.76077,1.4442,1.31095
1.48576,1.42238,1.96152,1.85372,1.53043,1.09058
1.73188,0.950975,2.03384,2.00284,1.53803,0.901938
1.36161,1.48173,2.18906,2.1187,1.4553,0.79194
1.82535,1.98467,2.29689,2.21383,1.84468,0.188367
1.8538,1.97377,2.28961,2.24641,0,0.438846
0.799693,1.01592,1.99651,2.25773,0,0.237996
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.14959,2.12013,0.683907,0,0,1.85136
2.18614,2.22499,2.28741,2.21568,0.22515,1.50949
2.13715,2.18627,2.22038,2.19915,0.225239,1.15418
1.97348,2.04488,1.97926,1.86557,0,0.89187
1.49915,1.47732,1.58535,1.49897,0,0.21774
1.87376,1.98045,1.9608,1.86255,0.284405,0.0555777
2.156,2.19033,2.13619,1.99281,0.210646,1.0348
2.23199,2.25738,2.22414,2.12047,0.265924,0.213028
2.20551,2.22515,2.24377,2.17587,0,1.11339
0.848396,0.990118,1.84563,2.12282,0,0.31016
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.91054,1.8811,0.0805257,0,1.8836,1.59956
2.07219,2.14468,2.08765,1.11615,1.8524,1.71737
2.01286,2.10303,2.057,1.34006,1.84828,1.34786
1.89711,2.03875,1.64007,1.43495,1.49067,0.520241
1.47753,1.49119,1.36749,0.939671,0.831379,0.465407
1.97292,1.91675,1.77928,1.32073,1.15669,1.09744
2.04524,2.05672,1.96313,1.69127,1.93103,1.42336
2.04805,2.05317,1.53659,0.222013,1.61227,1.56851
1.92073,1.91805,1.77971,0.433043,0.841485,0.931099
0,0.609415,1.36017,0.225101,0,0.419075
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.04274,1.96214,0,0,1.70209,1.86576
2.17281,2.16755,1.94414,1.28366,2.01778,1.89675
2.08642,2.09693,1.9286,0.585049,1.94002,1.8116
1.93596,1.98886,1.72581,1.38804,2.05044,1.4769
1.45378,1.55376,1.34848,1.17492,1.70148,1.47366
1.92432,2.01367,1.79936,1.48679,2.06289,1.69562
2.01065,2.09595,1.88242,1.31812,2.0631,0.946461
2.01927,2.0982,1.97511,0.329236,1.96744,1.61649
1.88026,1.96571,1.78466,0.238052,1.66998,1.75878
0,0.806347,1.32159,0.0075853,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.02598,0.101876,0,0,2.00103,0
1.75473,0.502631,1.76087,0,1.86263,0
1.64658,1.61907,1.77532,0.201169,1.63089,0
1.50862,1.83277,1.61723,1.45913,1.58633,0
1.33607,1.45699,1.24553,1.14994,0.6399,0
0.224353,1.83115,1.57049,1.37473,1.88381,0.621299
1.35827,1.78195,1.92508,1.67533,0.409052,0.263168
0.264251,1.89507,1.9568,1.71623,0.875932,0.23088
0.351298,1.77957,1.8801,1.04098,1.21686,0
0,0.546904,0.592802,0.206477,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1.58958,0,0,1.84606,1.74083
2.04402,2.0858,1.97601,0,1.86518,1.74278
1.98687,1.79772,1.76734,0,1.86705,1.73213
1.55582,1.8442,1.56859,0,1.58354,1.70465
0.994594,1.32227,1.37496,0,0.62789,1.27731
1.62215,1.82594,1.65779,0,1.36642,1.19144
1.71512,1.88083,1.71178,0.532103,0.567772,0.5042
1.89661,1.88124,1.8962,1.41712,1.50929,1.72952
0.667312,1.79392,1.82186,0.221389,1.4774,1.28763
0,0.57876,0.904943,0.649848,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.61691,1.41288,0,0,1.92306,1.79291
1.94368,1.67722,0.212333,1.20307,1.96403,1.84003
1.79863,0.899988,0,1.2503,1.94309,1.87942
1.61213,1.47984,0,1.42138,1.90211,1.84217
1.20444,1.16059,0,1.0895,1.61269,1.58891
1.61274,1.32537,0,1.49618,1.77002,1.34327
1.21391,0.946381,0,1.63701,1.14511,0.246148
0.207064,0.556382,0,1.73409,1.81406,0.572885
1.23606,1.30309,0,1.75339,1.51377,0.65357
0,0.291544,0.842739,1.53473,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.153074,1.05445,0,0,1.68476,0.501466
0.21614,1.65609,1.86676,1.94215,1.65692,0.555447
1.10555,1.62448,1.86004,1.94542,1.68379,1.57878
1.42079,1.56679,0.954393,1.81705,1.45764,1.4283
0.599406,1.29795,1.14959,1.18167,1.18595,1.56819
0.799219,1.55823,1.70872,1.68765,1.76291,1.73387
1.26112,1.39593,1.78172,0.875558,1.70237,1.71161
1.62695,1.05195,1.73112,1.72936,1.81133,1.67883
0.871347,1.4573,1.81816,0.479475,1.46898,1.53007
0,0,1.26997,1.1222,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.3153,1.07413,0,0,1.69144,1.75464
1.75863,1.70601,1.67714,0,1.74512,1.90873
1.71739,1.51263,1.14236,0,1.73329,1.91755
1.22571,0.817394,1.25307,0,1.69396,1.90723
1.22446,1.06519,0.986404,0.22559,1.5797,1.77626
1.48014,1.49145,0,0,1.86929,1.95282
1.56381,1.46542,0,0,1.87265,1.93533
1.55276,1.52041,0.947727,0,1.7676,1.84585
1.63145,1.15135,1.27918,0,1.42422,1.58751
0,0,0.184893,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.64624,1.78522
0.212568,0.470016,1.52084,0,0.204369,1.88323
0.383153,0.217436,1.17494,0,1.77164,1.89458
1.06526,0.142091,0.879429,0,1.68975,1.9022
0.848259,0.0748792,0.520535,0,1.52491,1.80333
1.37161,0,1.22961,0,1.8071,1.96615
1.48942,0.211315,0.63114,0,1.79231,1.9523
1.62599,0.445087,0.306853,0,1.65956,1.86846
1.49158,0.597416,0,0,1.31655,1.55829
0,0,0.00477275,0.0464207,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.79732,1.78406
0,0,0,1.39018,1.84619,1.97656
0.0249454,0,0,1.89231,1.67041,1.98574
0,0,0,1.4119,1.78458,1.95703
0,0,0.129709,0.205855,1.74574,1.87505
0,0,0.205522,0.190455,1.79308,1.916
0,0,0.894677,0.0187456,0.864197,1.89042
0,0,0.40479,0.257004,1.29554,1.79968
0,0,1.49789,1.1021,1.29393,1.53314
0,0,0.931895,1.45992,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1.22451,0,0,1.78867,1.63152
0.218036,0.325741,1.95144,1.73346,1.84555,1.85338
0.900643,1.50772,1.91465,1.63611,1.82985,1.83865
0.200118,1.3081,1.74898,1.17234,1.67849,1.71009
1.36097,0.53042,1.4803,0.657721,0.575545,1.77484
1.60654,1.41639,1.61457,1.1222,0.846869,0.955163
1.70004,1.66839,1.64825,1.24981,1.69818,1.80439
0.893252,1.64541,1.72135,0.616405,1.65985,1.4124
1.51707,1.21426,1.71783,1.42805,1.26499,1.43766
0,1.21426,0.841408,1.50128,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,1.21426,0,0,0,0
0,0.961829,0,0,1.80209,1.22204
1.03299,0.961829,1.84239,0.776023,1.84281,1.666
1.74255,0.562361,1.31735,0.228401,1.83187,1.662
1.56251,0.925941,0.765773,0.253838,0.80372,1.62272
1.16108,0.925941,0.354872,0.920575,0.90057,1.53252
1.02641,0.652842,0.990779,0.302938,1.10267,1.44761
0.752251,0.652842,1.33261,0.526797,0.209109,1.21598
1.18039,0.652842,0.947522,1.41139,0.190102,0.519272
0.210479,0.652842,1.47322,1.71352,0,1.13021
0,0.652842,0.832353,1.51422,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0.652842,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.35621,0,0,0,0,1.20899
1.62434,0.432053,1.83348,1.71214,0.0527577,1.42128
1.66671,1.23037,1.76777,1.93646,0.235776,1.1194
1.54476,1.44238,1.60593,1.69466,0.0113671,1.33435
1.31241,1.39596,1.38232,1.32735,0.209578,1.03256
1.55652,1.57796,1.57931,1.57383,0,0.805254
1.70764,1.68463,1.7061,1.73964,0,0.465313
1.77396,1.86992,1.80739,1.76823,0,1.51858
1.78292,1.72207,1.74004,1.76555,0,0.212314
0,0,0.917443,1.52911,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.72151,1.55457,0,0,1.00486,1.48732
2.08058,2.08724,2.01656,1.4682,1.55926,1.76107
1.98025,1.96388,1.91992,1.80521,1.47531,1.7707
1.86882,1.79561,1.72571,1.73831,1.85448,1.81208
1.81562,1.67348,1.50678,0.640875,1.86994,1.81194
1.84511,1.90061,1.73626,1.71222,1.99997,1.88678
1.90886,1.95033,1.82499,1.7386,2.04885,1.888
1.93218,1.97408,1.8741,1.78376,2.00692,1.82248
1.82079,1.85966,1.81876,1.76177,1.61599,1.60543
0,0,0.190787,1.5057,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.67575,1.54821,0,0,1.98945,2.00242
2.05844,1.91535,2.00788,1.77803,1.99448,2.10497
1.96195,1.94488,1.9442,1.90588,1.94388,2.08583
1.86305,1.77589,1.72303,1.81149,1.89369,2.04753
1.60808,1.8864,1.51668,1.45025,1.88536,2.03788
1.75705,1.92014,1.73236,1.69496,1.91925,2.02197
1.82646,1.97428,1.79723,1.73374,1.93884,2.01599
1.87358,1.99357,1.84018,1.78932,1.86159,1.95585
1.63377,1.9005,1.78222,1.77516,1.41064,1.73757
0,0,0.839979,1.50589,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.59626,1.47504,0,0,1.93701,1.87127
2.03171,2.0796,2.00423,1.96769,1.9484,2.01693
1.93104,1.99535,1.92636,2.02513,1.90079,1.9
1.7636,1.90992,1.74052,1.76827,1.07847,1.6973
1.69716,1.83145,1.55896,1.57287,0.52664,1.76189
1.8144,1.85989,1.7368,1.76123,1.27751,1.96019
1.8817,1.91265,1.8006,1.48102,0.514799,1.9593
1.90926,1.93888,1.84665,1.43134,1.55979,1.89386
1.79134,1.8305,1.79526,1.78513,1.34729,1.66885
0,0,0.807878,1.46734,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.35303,1.20252,0,0,1.90545,1.78202
1.9358,1.96375,2.02431,1.31133,1.92406,1.95658
1.83912,1.88027,1.92993,1.5999,1.88006,1.944
1.74443,1.70809,1.71255,1.41391,1.84049,1.64059
1.61455,1.66815,1.49907,1.12168,1.65391,0.523926
1.71213,1.76309,1.66707,1.28128,1.10627,0.216145
1.76671,1.78652,1.80366,0.582136,1.80837,1.49074
1.75861,1.79174,1.86512,1.48774,1.66414,1.6481
1.59682,1.63624,1.82062,0.293135,1.30206,1.60735
0,0,0.823241,0.937305,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.867757,0,0,1.86492,1.80386
1.06649,1.86137,1.29009,1.45097,1.88401,1.96741
1.54444,1.7668,0.206997,1.65945,1.83743,1.93354
1.22081,0.825082,1.47228,1.44935,1.79207,1.7947
1.21856,1.65026,0.378412,1.12359,1.77346,1.36054
1.10262,1.69295,0.632289,1.43497,1.8325,0.627988
1.45479,1.71491,1.09282,1.58862,1.64702,0.70795
0.983406,1.62461,1.36777,1.63888,1.77342,1.03502
1.50969,1.57682,0.195514,1.6299,1.25496,0.756757
0,0,0,1.2743,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.968752,0.738737,0,0,1.84744,0.586435
1.80051,1.09744,1.38394,1.64667,1.32661,0.856627
1.72594,1.45955,1.50452,1.80465,1.72437,0.914535
1.19886,1.41478,1.28449,0.615976,1.36322,1.01442
1.37878,1.43402,1.32779,0.917689,1.24428,0.885278
1.22362,1.41569,1.43167,1.18135,0.956997,0.620377
0.94745,0.658286,1.48731,1.20226,1.02663,0.318174
1.29657,1.03237,1.38822,1.58605,1.17792,0.232943
1.41822,0.513371,1.54791,1.54676,0.635675,0.0626829
0,0,0.509403,1.32062,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.604686,0.356248,0,0,0.529104,0.179287
1.57147,1.68902,1.72773,1.41233,1.15066,0.84591
1.02441,1.65419,1.67002,1.78506,1.10898,0.323272
1.38258,1.5477,1.48216,1.64168,1.13227,1.30653
1.34307,1.4616,1.30703,1.256,1.33445,1.31518
1.35777,1.32787,1.46945,1.38142,1.05991,1.22559
1.43615,1.42955,1.55799,1.57545,1.06512,0.397327
