# "Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046129.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046126.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-016001.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-018106.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-043091.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-036031.epw"
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.09102,1.77301,0,0,2.60232,2.42423
2.60708,2.5265,2.11122,2.21165,2.69831,2.65482
2.61157,2.60342,2.15713,2.21257,2.69929,2.69383
2.57999,2.59313,1.71816,2.58594,2.49842,2.69041
2.54579,2.54576,0.754302,2.57741,2.46708,2.66269
2.54795,2.56463,0.9367,2.54096,2.5077,2.6833
2.57889,2.60047,1.91282,2.53983,2.68423,2.73326
2.61498,2.5941,2.17426,2.57859,2.67632,2.72569
2.58925,2.57264,2.24242,2.6073,2.6121,2.675
2.33997,2.34668,2.05282,2.58606,2.43263,2.45727
1.57607,1.60712,2.25904,2.46281,0,1.12572
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.11703,1.83932,0.0829425,0,2.54076,2.31779
2.61182,2.53246,2.32352,2.26882,2.64845,2.56624
2.6285,2.62682,2.47357,2.60431,2.66361,2.61394
2.60702,2.60605,2.59488,2.61027,2.63039,2.60072
2.57499,2.57153,2.56625,2.5832,2.61524,2.56702
2.57966,2.58477,2.55395,2.55092,2.63998,2.58557
2.61559,2.60833,2.586,2.55046,2.66688,2.57915
2.65397,2.64165,2.61829,2.58322,2.68075,2.57408
2.64124,2.62425,2.54435,2.6257,2.60071,2.5066
2.45656,2.37249,2.43239,2.59287,2.41616,2.26496
1.65272,1.64847,2.35753,2.45081,0,1.01567
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.20358,1.85945,0.182046,0,2.41325,2.19616
2.64304,2.56,2.37034,2.29676,2.59578,2.47678
2.66354,2.65427,2.55792,2.60822,2.61361,2.52931
2.63629,2.64182,2.61608,2.6238,2.5794,2.52095
2.59949,2.60894,2.58732,2.59174,2.56414,2.481
2.60345,2.61276,2.57287,2.56473,2.58656,2.3821
2.64763,2.64654,2.57805,2.57971,2.60349,1.46294
2.6761,2.65399,2.61854,2.61246,2.58374,1.80805
2.66512,2.54607,2.59782,2.63271,2.39251,2.05064
2.48902,2.41433,2.43317,2.59075,2.34154,2.08552
0.865136,1.74892,2.3642,2.47185,0,1.13249
0,0,0,1.03936,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.01279,1.56208,0.360876,0,1.45508,1.7225
2.42745,2.37244,2.31066,2.19653,2.09992,2.07558
0.790034,2.47421,2.49058,2.52372,2.07873,1.80013
2.34373,2.3592,2.60637,2.58781,2.01961,1.64856
1.30369,2.42789,2.59176,2.54611,1.6396,1.04441
2.40557,1.96665,2.57516,2.50313,1.78501,0.1902
2.39985,1.87936,2.55545,2.52241,1.69656,1.02032
2.49062,0.370754,2.53833,2.55681,1.55606,1.7572
2.54688,2.3069,2.44601,2.5536,2.03574,1.90893
2.23988,2.08353,2.33661,2.50926,2.06759,1.94424
1.47947,1.635,2.3243,2.27801,0,1.08893
0,0,0,0.983253,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.04703,1.82966,0.308033,0,2.25242,2.12401
2.5426,2.45242,2.11515,0,2.44976,2.47023
2.58286,2.57438,2.20972,0,2.49778,2.5375
2.55618,2.57842,2.2428,0,2.47865,2.54055
2.526,2.54973,2.28384,0,2.04597,2.50984
2.52968,2.56062,2.28968,0.173089,1.96548,2.5131
2.5419,2.56357,2.26929,0.0151301,1.68102,2.18365
2.56907,2.58054,2.25608,0,1.84933,2.136
2.52691,2.48873,2.25875,0,2.34621,2.00039
2.17037,2.21398,2.12652,0,2.2843,2.23606
1.48402,1.65516,2.25124,0,0,1.04539
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1.42085,0,0,2.39989,2.24331
2.17968,2.09532,0,1.15966,2.54108,2.47028
2.29723,2.20918,0,2.46098,2.56118,2.52789
2.20745,2.26294,0,2.64295,2.53298,2.22373
1.79245,2.32426,0,2.62805,2.41383,1.61005
2.27589,2.2902,0,2.59446,2.46706,2.11938
1.92094,1.42875,0.204258,2.61102,2.50062,1.96803
1.11633,0,1.3497,2.65192,2.37276,2.02755
0.223101,0,2.14054,2.6766,2.44258,2.34523
0,0.753966,2.02216,2.65454,2.28791,2.29989
0,0,2.04988,2.52861,0,1.20684
0,0,0,1.17002,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.14915,0,0.864325,0,2.06541,2.19865
2.63713,0.564322,2.39345,2.22017,2.19688,2.48814
2.67819,1.95046,2.57639,2.51102,1.78995,2.54559
2.65046,2.09167,2.67343,2.61416,0.829683,2.5263
2.39821,1.87516,2.68267,2.57244,1.80368,2.18707
2.63399,2.48666,2.66741,2.51364,1.88237,1.7833
2.64037,2.5842,2.68978,2.56034,0.190669,1.72921
2.67404,2.61838,2.72497,2.50724,0.597105,1.91546
2.66443,2.59627,2.69182,1.54879,1.47762,1.85312
2.39005,2.32823,2.48072,0.997145,0.59913,2.20333
1.69824,1.77688,2.42817,0.197349,0,1.06786
0,0,0,0.237211,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.67141,1.64081,0,0,1.79333,2.33119
2.46601,2.29506,0.218728,1.73286,2.39565,2.53822
2.53361,2.50976,0,2.16859,2.42178,2.5987
2.38549,2.5258,0.17938,2.31455,2.48993,2.60166
1.64206,2.16762,0.37512,2.44944,2.53778,2.57885
1.23138,2.06973,0.236853,2.43933,2.52916,2.6089
1.80547,1.47441,1.04387,2.51754,2.29812,2.64172
0.220932,0.224566,2.1144,2.56233,2.22865,2.64432
0.0531523,0.021689,1.92958,2.58054,2.4607,2.57478
0.279754,0,1.10724,2.44972,2.38857,2.33339
0.21309,0.21464,1.95251,2.4372,0,1.29286
0,0,0,1.27847,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.20733,1.8879,0.958144,0,1.10586,1.79139
2.64353,2.47126,2.29473,2.28898,0.756581,2.05386
2.75375,2.59992,2.46894,2.66031,0.218438,0.344328
2.72866,2.63802,2.61557,2.69053,1.53423,1.20317
2.70516,2.62891,2.61701,2.66735,0.835847,0.224496
2.70542,2.65268,2.5951,2.63497,0.22091,0.0468739
2.6875,2.70027,2.5928,2.58743,0.126106,1.02781
2.70258,2.72706,2.63297,2.62412,0,0.760191
2.66319,2.69777,2.60158,2.63219,0,0.557672
2.33975,2.3932,2.40975,2.57882,0,0.553242
1.73971,1.91991,2.35164,2.46268,0,0.844774
0,0,0,1.31842,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.21481,1.96858,0.976567,0,2.33471,2.33848
2.60053,2.5377,2.29255,2.25513,2.53657,2.53995
2.65019,2.63922,2.50549,2.63061,2.57664,2.60984
2.62104,2.63563,2.60983,2.6703,2.50547,2.55383
2.59884,2.6096,2.61335,2.64585,2.09624,2.56899
2.6114,2.61973,2.59555,2.60949,2.17917,2.31627
2.64756,2.66462,2.6122,2.63532,2.58754,2.3423
2.6686,2.69832,2.65326,2.66764,2.3056,1.69261
2.64538,2.66031,2.61865,2.67601,1.59216,2.25509
2.47643,2.36259,2.38689,2.44235,2.3096,2.28045
1.73656,1.90231,2.3714,0.748931,0,1.34452
0,0,0,0.614834,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.28674,1.82837,0,0,2.45067,2.28206
2.66181,2.5634,0.866789,0,2.61983,2.498
2.71827,2.67477,1.45094,0,2.64959,2.54864
2.68944,2.65376,0.866406,0,2.62094,2.48812
2.66579,2.6341,2.01506,0,2.58077,1.67607
2.6762,2.64492,1.7459,0,2.26982,2.00069
2.72111,2.70207,1.54,0,2.35952,1.49528
2.74259,2.6089,1.92519,1.98946,2.46621,1.59559
2.70213,2.01504,1.05463,1.80571,1.85144,1.31577
2.16317,1.85944,0.778802,0.970776,2.29439,2.04103
1.78132,1.701,1.13338,0,0,1.28643
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.1985,1.46895,0,0,1.70224,2.23612
0.67532,1.59328,0,0.194367,1.94538,2.49955
1.84248,0.873305,0,1.72877,2.42851,2.56989
0.215147,2.22633,0,2.01135,2.52482,2.57492
2.1173,1.81737,0,1.34571,2.53165,2.55119
1.85318,0.998211,0,0.673353,2.56233,2.58524
1.52172,0.190972,0,1.98757,2.56563,2.59215
0.185196,1.57863,0,2.41255,2.31096,2.33684
1.94914,0.910778,0,0.792997,2.33116,1.49472
1.41863,1.13214,0,1.40372,2.26556,2.22285
1.22514,0,0,2.31057,0,1.1926
0,0,0,0.535202,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.685201,0,0.93498,0
0,0,1.66697,2.04632,2.32013,1.84
0,0,1.38582,2.51467,2.37782,1.22933
0,0,1.38344,2.55466,2.36741,0.980731
0,0,0.98657,2.63767,2.40219,0.222603
0,0,0.953139,2.46845,2.42002,0
0,0,0.220779,0.672751,1.81213,0
0,0,0,2.35615,0.784258,0
0,0,0,2.43123,1.80502,0
0,0,1.3166,2.46071,0.802686,0
0,0,1.63124,2.1677,0,0
0,0,0,1.35676,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.335311,0,1.39279,0,2.0652,1.41242
0.727656,0.607658,2.33249,2.06856,2.25378,2.11903
0.215181,0.393956,2.50403,2.28886,2.3418,2.11232
0.149512,0.976851,2.5549,1.90147,2.37881,2.43446
1.20746,1.07749,2.53053,2.53787,2.07858,2.41873
0.208095,2.1114,2.02187,2.31119,1.09112,2.40072
1.28127,2.53958,1.51605,1.84238,1.21096,2.04788
1.50519,2.1184,1.41492,2.1892,1.58765,1.55957
0.598615,1.65457,2.09622,2.17669,1.90472,0.668849
0.336452,1.30663,1.92322,1.9521,1.92229,0.754177
1.28651,1.13772,0.9761,2.29204,0,0.296165
0,0,0,1.29407,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.51687,2.11697,1.24792,0,0,0
2.50406,2.564,2.21079,1.42827,0,1.13448
2.70921,2.67664,2.07193,0.861837,0,2.01957
2.67691,2.68691,1.76128,0.633151,0,1.69093
2.55035,2.62859,1.72265,0.681082,0,0.799297
2.58732,2.72489,2.06729,0.531161,0,0.588686
2.58832,2.76106,1.53693,0.221555,0,0.945033
2.47076,2.78744,1.33004,0.142232,0,0.788549
1.30902,2.73372,2.22591,1.7455,0,1.95152
1.66771,2.38102,2.1346,2.08,0,1.56991
1.98501,2.09865,2.28437,1.94874,0,1.35397
0,0,0,0.93791,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.31446,2.19851,1.35318,0,2.55583,2.46536
2.67564,2.6794,2.23482,1.42247,2.75848,2.67543
2.71154,2.74002,2.36807,1.45129,2.79398,2.73207
2.69102,2.73071,2.48175,1.35533,2.78405,2.75295
2.66125,2.69141,2.612,2.06699,2.76831,2.73568
2.66508,2.69818,2.61072,2.36793,2.79817,2.77796
2.68939,2.71124,2.60147,1.67271,2.81288,2.80613
2.72025,2.72545,2.54937,1.60846,2.79611,2.8062
2.66775,2.63348,2.44583,2.25408,2.66947,2.73831
2.35497,2.35559,2.32895,1.69037,2.52792,2.34535
1.91591,2.0222,2.26064,2.0432,0,1.40348
0,0,0,0.879695,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.13143,1.95219,1.29828,0,2.51103,0.674365
2.52156,2.37469,2.09046,2.05355,2.6871,1.75077
2.63762,2.47473,2.19988,1.89456,2.7361,0.289626
2.45958,2.56961,2.29598,2.27484,2.71034,1.60605
2.59441,1.86091,2.49077,2.33578,2.68701,0.212352
2.62115,1.78734,2.58683,2.52789,2.65178,0.13903
2.65725,1.73485,2.57789,2.63016,1.7166,0.172443
2.31438,2.3322,2.5072,2.66212,1.60468,0.0084885
1.76911,2.3599,2.38148,2.67005,1.29071,0
2.03781,2.15378,2.25167,2.57042,0.624764,0
1.95206,1.96198,2.31934,2.47243,0,0
0,0,0,1.5853,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.29082,2.09898,1.48235,0,1.92985,1.81417
2.66579,2.53168,2.17337,1.86584,2.0367,2.20409
2.75551,2.66172,2.28927,2.30663,1.26622,2.03589
2.76585,2.70108,2.37617,2.62278,1.62312,0.881547
2.73771,2.67506,2.57752,2.68088,0.215884,1.04442
2.74564,2.68573,2.67366,2.65216,1.41111,0.229242
2.77151,2.77665,2.75051,2.66406,0.917022,0.810573
2.79008,2.78777,2.73179,2.68458,0.222933,0
2.75155,2.70995,2.67021,2.69873,1.40344,1.33383
2.45724,2.42032,2.48797,2.62253,1.85086,2.01584
2.06001,2.15342,2.4982,2.45079,0,1.36285
0,0,0,1.49146,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.36291,2.22873,1.74094,0,2.2183,2.21897
2.76479,2.62804,2.35117,1.48101,2.37246,2.46592
2.82309,2.82158,2.54765,2.26696,2.35793,2.53656
2.81013,2.82916,2.68164,2.59663,2.15362,2.53779
2.77861,2.79871,2.72318,2.67024,2.15849,2.44947
2.78652,2.8066,2.71825,2.63692,1.67777,1.92214
2.81977,2.84081,2.7346,2.53303,1.4871,1.49248
2.83128,2.84934,2.75584,1.94724,2.33525,1.80608
2.78697,2.78672,2.66621,1.27422,1.6452,0.90318
2.5178,2.47523,2.44345,1.46893,2.2437,1.58415
2.10533,2.2362,2.42425,2.13616,0,1.33056
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.29913,2.35209,1.14251,0,1.59389,2.39748
2.7038,2.74911,1.8431,2.36877,2.45961,2.56066
2.77801,2.8577,2.07502,2.33159,2.58673,2.61685
2.7633,2.85686,2.07439,2.64078,2.39754,2.40043
2.7355,2.82034,1.89832,2.6654,0.322277,1.47585
2.7413,2.82916,1.98163,2.66212,1.64876,2.4712
2.74342,2.86507,0.472527,2.6407,1.87887,1.81924
2.76092,2.86824,0,2.68655,2.43797,2.28773
2.72518,2.73057,0,2.70802,2.47797,1.74156
2.49162,2.42142,0.0629792,2.57283,2.22466,0.790014
2.06109,2.2279,0.266386,2.49651,0,1.42536
0,0,0,1.69918,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.09437,1.98742,0.895525,0,2.25382,2.23398
2.50821,2.33403,2.1704,2.23283,2.45896,2.47748
2.64524,2.58434,2.41529,2.57046,2.52325,2.5583
2.64213,2.70594,2.55957,2.6831,2.49522,2.5672
2.61036,2.68181,2.63156,2.66862,2.4445,2.52996
2.62744,2.696,2.67871,2.62329,2.22171,2.36559
2.67817,2.73926,2.69565,2.64258,2.29899,1.05304
2.70546,2.76143,2.63313,2.66451,2.20695,1.97706
2.62921,2.70572,2.07876,2.52016,0,2.21845
1.65906,2.475,1.00724,0.994783,0,1.24602
0.22354,0.91372,1.53109,2.35013,0,1.33592
0,0,0,1.57209,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.08689,2.19677
0,0,1.03011,2.19822,2.25694,2.4129
0,0,1.52015,2.60982,2.35487,2.5237
0,0,2.34413,2.66771,2.38639,2.52904
0,0.430692,2.59877,2.654,2.40289,2.53347
0,0.254909,2.60188,2.6302,1.64345,2.40643
0,0.764247,2.65104,2.63836,2.30524,2.25401
0,1.22385,2.61559,2.6696,0.37047,2.19487
1.29876,0.827067,2.48759,2.68013,1.91823,2.24807
1.2263,0.831284,2.33712,2.62056,1.15601,1.64327
0,0.668041,2.4101,2.4659,0,1.39523
0,0,0,1.70114,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.89378,1.99606,1.89594,0,0.618603,2.07228
2.53814,2.36542,2.28985,2.21474,1.46795,2.31835
2.66537,2.54724,2.50595,2.55223,1.58532,2.49277
2.66585,2.65792,2.61719,2.69765,1.50009,2.50069
2.63533,2.6395,2.72409,2.69755,0.670129,2.49201
2.63849,2.65422,2.72926,2.66671,0.866595,2.48998
2.48389,2.72112,2.74942,2.69093,1.97119,1.90705
2.72408,2.62931,2.78401,2.6091,1.96876,0.64617
2.63033,2.59597,2.54783,2.33201,0.744472,2.20127
1.58272,2.29367,2.59516,2.06727,1.81361,1.71766
1.98709,2.13301,2.23235,1.12069,0,1.48526
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.89111,1.84917,0.66392,0,2.16662,2.0871
2.11215,2.41854,1.72193,0,2.36471,2.31441
2.43955,2.61501,2.18289,1.27126,2.45267,2.30549
2.50849,2.50905,2.14384,2.3962,2.41791,2.10219
2.11721,2.33561,2.29488,2.45934,2.44473,1.83636
2.12267,2.08881,2.07922,2.42519,2.41875,1.25644
1.24894,1.92653,0.210831,2.49221,2.10626,1.48467
1.7346,0.79233,1.899,2.52261,1.73172,1.16299
0.290274,1.91155,2.02012,2.5046,1.55463,1.90156
1.63084,0.325395,1.94211,2.16948,2.07568,1.4547
1.83684,1.88971,1.89418,2.02717,0,1.17581
0,0,0,0.196025,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.14618,1.96793,1.26248,0,1.56509,1.03496
2.55786,2.38121,0.897452,0.148646,1.92251,1.19282
2.66897,2.62178,1.62202,0.227894,2.00162,1.10385
2.66899,2.6359,1.55005,0.0708978,2.20163,2.07261
2.63866,2.579,1.13387,0,2.42461,2.20751
2.56608,2.3139,0.396057,0.223678,2.43806,2.01888
1.39039,1.67083,0.405947,1.31398,2.2621,1.44253
2.58836,1.99169,0.226271,2.23971,2.05617,0.513318
2.34214,1.09685,0.925318,1.17191,2.00646,0.634801
1.87009,1.66985,0.989491,0.531636,2.15635,1.32361
1.34875,2.01342,0.21005,0,0,1.2786
0,0,0,0.165705,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.91173,1.50242,0,0,1.93972,0
1.96366,2.02966,0,0.616708,2.1085,0
2.21249,2.10638,0,0.823892,1.91459,0
1.93321,2.20965,0,0.664958,1.73087,0.768275
0.225072,1.73389,0,1.09929,1.85032,0
0.88276,0.933475,0,0.557191,1.58759,0
1.81984,1.2624,0,0.232064,1.4533,0.766065
1.89169,1.12229,0,0.365888,0.651079,0.65417
1.06616,1.12229,0,1.53544,2.09995,0.482533
0.306425,0.145185,0,1.26509,2.08275,0
0.240016,0.220074,0,1.55435,0.894696,0
0,0,0,1.47942,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0450736,0,0,0,0
0.337843,0.632275,0,1.32962,0,0.772171
0,0.231424,0,0.206618,0,1.04314
0,0,0,0.784051,0.50428,0.224137
0,0,0,0.223698,0.214106,0
0,0,1.47052,0.0674571,0.589256,0.224013
0,0,1.39367,1.92044,0.757932,0
0,0,1.43114,2.477,0.621379,0
0,0,1.50449,2.27205,1.68964,0
0,0,0.823591,2.33177,1.86254,0
0.232973,0,0.88965,1.93791,0.826577,0
0,0,0,1.3493,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1.83949,0,0.218386,0
0,0,2.19576,2.19224,1.52254,0
0,0.316218,2.40752,2.42778,1.86953,0
0,0.770128,2.54205,1.80019,1.51966,0
0,0.551767,2.58794,2.62147,0.84745,0
0,0.661722,2.66423,2.65185,0.409016,0
0,1.72833,2.59458,2.6682,0.458329,0
1.19861,2.44464,2.5413,2.69701,0.500794,0
1.2089,2.20425,2.38794,2.68949,0.228771,0
0.869528,1.79307,2.32949,2.53825,0.0211889,0
0.186539,1.72617,2.3374,2.47967,0.225695,0
0,0,0,1.95536,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.90087,1.74316,1.14571,0,0,0.353889
2.26843,2.2877,1.99045,2.15117,0,0.238609
2.53447,2.43209,2.198,2.08814,0,0
2.54511,2.56414,1.70364,1.72171,0,0
2.50499,2.53927,1.71658,1.78463,0,0.233488
2.17457,2.5156,0.32246,1.8357,0,0
0,2.01386,2.11348,2.58433,0,1.20867
0,0.543183,1.87534,2.54372,0,2.18071
0.524542,1.95033,2.36695,2.24754,0,2.14102
0.656901,1.12669,2.17403,2.16163,0,1.88112
0.393013,1.92301,2.23316,2.33841,0,1.40442
0,0,0,1.82992,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1.68005,0,0.796265,2.13433
0,0,2.01893,1.07178,0.209639,2.14832
0,0,2.23287,0.203868,1.00068,2.20062
0,0,2.36319,1.40513,0.940237,2.26111
0,0,2.56964,2.62432,0.226279,2.25853
0,0,2.71463,2.66214,0,2.22791
0,0,2.61736,2.68447,0,2.34858
0,0,2.60305,2.67537,0,2.14948
0,0,2.54243,2.36259,0,2.00662
0.212167,1.16413,2.38653,2.13067,0,2.00091
0.429728,1.41018,2.41273,2.1123,0,1.5688
0,0,0,1.91272,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
