0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0228515,0.0224994,0.0264454833,0.023198525,0.0299632417,0.0281959417,0.01673521,0.026725025,0.0298837917,0.0218650375,0.0157631575,0.0283312917,0.0313593917,0.030491025,0.0306568917,0.0292935083,0.02377863,0.02656421,0.0301599583,0.03091843,0.0303008083,0.0328890667,0.03074213,0.02741233,0.0318477667,0.0292865917,0.027725975,0.0282387083,0.0292090333,0.0312595,0.02668645,0.0318500167,0.0295846167,0.029336675,0.02934855,0.0265027833,0.0299117083,0.02914057,0.0233295313,0.0318299,0.0280001875,0.0312582,0.0266115
0.5521912,0.55298425,0.6123873333,0.5829308333,0.6630525,0.6452616667,0.4827261,0.6164861667,0.6710775,0.567739375,0.44981525,0.6327681667,0.6831558333,0.6814716667,0.6866525,0.668935,0.5875067,0.58628975,0.6620625,0.675898,0.6843766667,0.7159016667,0.69922,0.6587497,0.7009133333,0.6560708333,0.6391408333,0.647545,0.6679466667,0.7070108333,0.6411816667,0.7041283333,0.6712083333,0.6826866667,0.6760783333,0.62082,0.682115,0.673455,0.57094375,0.7234183333,0.6673125,0.71313,0.633205
