# Demand data for 2010
# Copyright (C) 2014 Australian Energy Market Operator Limited
#
#Date       Time      NSW1      QLD1     SA1      SNOWY1  TAS1     VIC1   
2010/01/01  00:30:00  7809.31   5422.25  1385.23  0.0     947.59   5111.02
2010/01/01  01:00:00  7483.69   5315.98  1338.53  0.0     926.52   4960.03
2010/01/01  01:30:00  7117.23   5186.7   1260.39  0.0     906.13   5283.4 
2010/01/01  02:00:00  6812.03   5050.83  1189.31  0.0     907.17   5046.15
2010/01/01  02:30:00  6544.33   4924.74  1141.12  0.0     895.16   4796.18
2010/01/01  03:00:00  6377.32   4833.84  1109.25  0.0     908.08   4627.19
2010/01/01  03:30:00  6282.85   4815.04  1086.98  0.0     910.69   4511.14
2010/01/01  04:00:00  6211.49   4816.91  1073.51  0.0     901.98   4441.3 
2010/01/01  04:30:00  6248.31   4791.08  1073.6   0.0     898.32   4432.51
2010/01/01  05:00:00  6198.61   4772.35  1070.35  0.0     889.93   4444.12
2010/01/01  05:30:00  6237.35   4754.22  1065.02  0.0     884.84   4433.94
2010/01/01  06:00:00  6370.48   4794.62  1033.16  0.0     883.72   4450.77
2010/01/01  06:30:00  6506.42   4914.95  1045.14  0.0     904.1    4545.16
2010/01/01  07:00:00  6738.75   5033.77  1074.99  0.0     940.68   4664.22
2010/01/01  07:30:00  6980.41   5287.29  1105.5   0.0     933.43   4667.51
2010/01/01  08:00:00  7213.33   5460.09  1136.16  0.0     977.96   4744.13
2010/01/01  08:30:00  7515.6    5646.17  1149.91  0.0     1012.16  4854.96
2010/01/01  09:00:00  7761.46   5781.86  1177.01  0.0     1024.39  4904.3 
2010/01/01  09:30:00  7915.54   5895.28  1226.26  0.0     1023.37  4981.52
2010/01/01  10:00:00  8067.16   6042.96  1256.15  0.0     1018.33  5094.59
2010/01/01  10:30:00  8123.31   6123.85  1294.27  0.0     1017.51  5088.45
2010/01/01  11:00:00  8195.51   6203.49  1297.69  0.0     1035.88  5176.01
2010/01/01  11:30:00  8221.36   6259.79  1307.28  0.0     1024.13  5229.84
2010/01/01  12:00:00  8278.09   6306.3   1365.4   0.0     1006.36  5231.27
2010/01/01  12:30:00  8361.58   6287.09  1392.48  0.0     1000.01  5221.69
2010/01/01  13:00:00  8337.92   6348.65  1386.95  0.0     1001.3   5185.33
2010/01/01  13:30:00  8421.08   6339     1359.24  0.0     995.01   5169.85
2010/01/01  14:00:00  8477.34   6349.81  1396.06  0.0     994.16   5178.53
2010/01/01  14:30:00  8501.39   6317.53  1416.93  0.0     1007.4   5183.41
2010/01/01  15:00:00  8557.94   6276.12  1440.69  0.0     1005.54  5213.62
2010/01/01  15:30:00  8603.11   6242     1453.37  0.0     1013.88  5255.45
2010/01/01  16:00:00  8715.69   6228.21  1463.2   0.0     1031.74  5320.79
2010/01/01  16:30:00  8791.61   6268.53  1476.73  0.0     1059.56  5393.27
2010/01/01  17:00:00  8883.98   6299.68  1475.5   0.0     1069.13  5456.02
2010/01/01  17:30:00  8835.92   6348.72  1500.4   0.0     1047.92  5414.28
2010/01/01  18:00:00  8765.46   6377.41  1449.17  0.0     1066.33  5323.21
2010/01/01  18:30:00  8640.56   6291.83  1361.95  0.0     1072.33  5282.27
2010/01/01  19:00:00  8544.55   6295.81  1323.74  0.0     1060.83  5204.2 
2010/01/01  19:30:00  8562.12   6292.47  1266.58  0.0     1074.08  5157.42
2010/01/01  20:00:00  8635.78   6268.33  1230.09  0.0     1076.59  5170.2 
2010/01/01  20:30:00  8573.05   6236.3   1224.57  0.0     1099.29  5248.86
2010/01/01  21:00:00  8333.54   6139.42  1234.44  0.0     1077.11  5166   
2010/01/01  21:30:00  8343.8    6151.84  1212.72  0.0     1078.05  5041.54
2010/01/01  22:00:00  8295.59   5948.74  1151.28  0.0     1065.25  4882.73
2010/01/01  22:30:00  8210.54   5793.42  1091.02  0.0     1033.63  4761.29
2010/01/01  23:00:00  8041.77   5766.26  1094.51  0.0     994.43   4635.5 
2010/01/01  23:30:00  7782.68   5621.07  1085.62  0.0     1001.06  4892.24
2010/01/02  00:00:00  7574.85   5447.35  1256.64  0.0     1010.72  4802.54
2010/01/02  00:30:00  7343.3    5256.08  1221.81  0.0     992.71   4622.89
2010/01/02  01:00:00  7099.73   5095.09  1147.63  0.0     982.99   4428.91
2010/01/02  01:30:00  6779.8    4954.32  1044.68  0.0     967.12   4719.84
2010/01/02  02:00:00  6497.47   4812.71  998.69   0.0     952.15   4552.1 
2010/01/02  02:30:00  6347.69   4729.35  956.14   0.0     949.81   4437.16
2010/01/02  03:00:00  6223.64   4704.67  922.54   0.0     933.3    4222.41
2010/01/02  03:30:00  6182.07   4704.89  917.27   0.0     954.21   4104.46
2010/01/02  04:00:00  6140.82   4714.59  910.37   0.0     913.23   4012.59
2010/01/02  04:30:00  6224.48   4754.29  898.16   0.0     918.54   4004.37
2010/01/02  05:00:00  6260      4720.62  895.86   0.0     909.86   4001.75
2010/01/02  05:30:00  6336.2    4735.96  929.98   0.0     917.82   4055.62
2010/01/02  06:00:00  6470.82   4802.28  945.33   0.0     931.17   4140.29
2010/01/02  06:30:00  6679.67   4937.95  954.53   0.0     934.7    4233.15
2010/01/02  07:00:00  7032.62   5069.42  970.55   0.0     959.91   4315.27
2010/01/02  07:30:00  7394.7    5381.78  1054.57  0.0     976.03   4368.48
2010/01/02  08:00:00  7788.18   5684.62  1075.72  0.0     980.97   4479.08
2010/01/02  08:30:00  8219.48   5949.46  1139.53  0.0     1000.45  4630.02
2010/01/02  09:00:00  8344.2    6143.38  1142.03  0.0     1009.18  4702.45
2010/01/02  09:30:00  8572.63   6300.1   1174.47  0.0     1030.31  4790.07
2010/01/02  10:00:00  8698.38   6373.66  1179.89  0.0     1038.5   4814.94
2010/01/02  10:30:00  8924.21   6435.86  1181.95  0.0     1031.15  4874.43
2010/01/02  11:00:00  9018.29   6498.06  1195.98  0.0     1047.05  4858.23
2010/01/02  11:30:00  9090.32   6517.72  1161.83  0.0     1014.3   4890.8 
2010/01/02  12:00:00  9028.7    6597     1169.79  0.0     1004.71  4862.67
2010/01/02  12:30:00  8940.66   6616.35  1188.91  0.0     966.79   4826.38
2010/01/02  13:00:00  8792.66   6621.54  1179.33  0.0     992.36   4875.66
2010/01/02  13:30:00  8823.5    6638.33  1173.49  0.0     986.21   4800.46
2010/01/02  14:00:00  8908.07   6635.28  1190.01  0.0     981.53   4810.31
2010/01/02  14:30:00  8929.36   6682.68  1164.79  0.0     983.07   4803.96
2010/01/02  15:00:00  9017.31   6685.26  1193.1   0.0     965.03   4796.62
2010/01/02  15:30:00  9147.54   6700.05  1197.31  0.0     959.68   4805.65
2010/01/02  16:00:00  9282.8    6711.5   1168.57  0.0     970.94   4897.48
2010/01/02  16:30:00  9294.07   6731.05  1184.17  0.0     988.08   4884.86
2010/01/02  17:00:00  9263.27   6754.98  1161.56  0.0     1014.2   4930.57
2010/01/02  17:30:00  9136.62   6750.93  1193.81  0.0     1012.13  4915.69
2010/01/02  18:00:00  9039.32   6728.05  1190.12  0.0     1012.49  4841.88
2010/01/02  18:30:00  8929.77   6611.73  1160.56  0.0     1015     4775.86
2010/01/02  19:00:00  8711.58   6616.96  1164.87  0.0     1018.62  4720.53
2010/01/02  19:30:00  8632.31   6701.89  1161.91  0.0     1012.22  4684.71
2010/01/02  20:00:00  8714.63   6737.69  1168.11  0.0     1003.07  4784.1 
2010/01/02  20:30:00  8637.4    6632.87  1172.24  0.0     1009.35  4902.25
2010/01/02  21:00:00  8429.31   6524.44  1207.27  0.0     1009.95  4906.94
2010/01/02  21:30:00  8386.9    6546.35  1184.97  0.0     1000     4808.12
2010/01/02  22:00:00  8223.8    6286.69  1190.33  0.0     981.5    4659.02
2010/01/02  22:30:00  8056.14   6138.24  1157.3   0.0     950.82   4567.82
2010/01/02  23:00:00  7774.04   6018.44  1179.45  0.0     935.39   4528.6 
2010/01/02  23:30:00  7494.76   5928.79  1144.6   0.0     914.12   4706.48
2010/01/03  00:00:00  7284.1    5715.65  1351.42  0.0     896.41   4600.71
2010/01/03  00:30:00  7053.93   5500.02  1295.98  0.0     905.72   4470.34
2010/01/03  01:00:00  6820.07   5311.32  1271.39  0.0     888.51   4344.46
2010/01/03  01:30:00  6537.47   5160.1   1173.77  0.0     871.69   4673.37
2010/01/03  02:00:00  6362.67   5022.26  1091.53  0.0     869.15   4488.87
2010/01/03  02:30:00  6178.57   4970.84  1010.41  0.0     871.23   4338.69
2010/01/03  03:00:00  6088.35   4894.13  1011.12  0.0     871.26   4253.99
2010/01/03  03:30:00  6077.74   4856.36  1003     0.0     880.95   4073.48
2010/01/03  04:00:00  6059.53   4864.34  987.41   0.0     874.89   3996.52
2010/01/03  04:30:00  6101.68   4864.01  1019.52  0.0     877.06   4004.95
2010/01/03  05:00:00  6111.6    4863.76  1002.23  0.0     875.02   4036.46
2010/01/03  05:30:00  6173.45   4821.13  1011.11  0.0     893.09   4070.52
2010/01/03  06:00:00  6289.99   4870.5   1026.42  0.0     899.72   4094.15
2010/01/03  06:30:00  6486.85   5042.32  1030.52  0.0     929.4    4213.16
2010/01/03  07:00:00  6741.22   5247.14  1069.55  0.0     951.51   4317.81
2010/01/03  07:30:00  7067.4    5480.68  1114.22  0.0     986.19   4314.05
2010/01/03  08:00:00  7372.19   5712.86  1115.56  0.0     1024.15  4353.97
2010/01/03  08:30:00  7654.43   5993.97  1140.93  0.0     1077.92  4553.74
2010/01/03  09:00:00  7872.77   6223.3   1177.61  0.0     1090.31  4675.93
2010/01/03  09:30:00  8080.89   6439.94  1173.17  0.0     1081.06  4789.15
2010/01/03  10:00:00  8170.53   6589.01  1212.59  0.0     1080.08  4834.32
2010/01/03  10:30:00  8219.42   6717.57  1255.36  0.0     1072.84  4903.55
2010/01/03  11:00:00  8247.61   6809.55  1262.49  0.0     1069.64  4944.23
2010/01/03  11:30:00  8210.11   6884.9   1249.4   0.0     1073.46  4935.4 
2010/01/03  12:00:00  8190.92   6868.34  1257.59  0.0     1038.4   4943.4 
2010/01/03  12:30:00  8167.87   6839.1   1280.23  0.0     1039.74  4937.67
2010/01/03  13:00:00  8085.82   6791.66  1286.93  0.0     1042.98  4948.85
2010/01/03  13:30:00  8006.24   6746.84  1272.53  0.0     1044.07  4957.97
2010/01/03  14:00:00  7954.82   6726.35  1286.22  0.0     1033.73  4905.87
2010/01/03  14:30:00  7958.57   6673.3   1280.61  0.0     1036.4   4925.24
2010/01/03  15:00:00  7953.7    6637.06  1280.08  0.0     1035.46  4957.3 
2010/01/03  15:30:00  7925.27   6598.11  1272.52  0.0     1055.9   4970.64
2010/01/03  16:00:00  7902.04   6604.37  1275.49  0.0     1074.56  5026.24
2010/01/03  16:30:00  7867.11   6582.19  1307.88  0.0     1078.02  5037.56
2010/01/03  17:00:00  7941.71   6582.46  1300.71  0.0     1121.05  5084.09
2010/01/03  17:30:00  7980.47   6584.33  1300.1   0.0     1118.8   5111.47
2010/01/03  18:00:00  7961.48   6650.2   1302.26  0.0     1117.19  5016.71
2010/01/03  18:30:00  7916.13   6644.02  1300.47  0.0     1111.19  5002.62
2010/01/03  19:00:00  7878.88   6626.84  1275.38  0.0     1132.12  4949.1 
2010/01/03  19:30:00  7933.04   6630.31  1258.5   0.0     1141.24  4920.78
2010/01/03  20:00:00  7995.93   6612.5   1270.55  0.0     1151.74  4886.99
2010/01/03  20:30:00  7832.08   6525.55  1284.84  0.0     1154.35  5093.91
2010/01/03  21:00:00  7642.16   6433.87  1316.13  0.0     1145.09  5023.16
2010/01/03  21:30:00  7596.42   6423.53  1301.35  0.0     1115.16  4939.77
2010/01/03  22:00:00  7528.43   6148.46  1273.23  0.0     1083.53  4827.36
2010/01/03  22:30:00  7445.23   5948.02  1232.68  0.0     1062.55  4730.77
2010/01/03  23:00:00  7226.84   5819.74  1224.92  0.0     1039.79  4648.25
2010/01/03  23:30:00  7041.45   5730.16  1236.2   0.0     1002.49  4821.22
2010/01/04  00:00:00  6917.57   5550.49  1404.79  0.0     1005.27  4725   
2010/01/04  00:30:00  6813.43   5358.55  1343.24  0.0     992.57   4556.49
2010/01/04  01:00:00  6633.42   5227.55  1286.17  0.0     991.44   4474.69
2010/01/04  01:30:00  6424.02   5067.34  1189.94  0.0     979.46   4828.76
2010/01/04  02:00:00  6218.66   4973.02  1110.13  0.0     973.89   4723.19
2010/01/04  02:30:00  6106.83   4919.67  1068.65  0.0     988.45   4550.31
2010/01/04  03:00:00  6067.46   4886.12  1039.24  0.0     992.16   4443.79
2010/01/04  03:30:00  6083.12   4850.82  1024.45  0.0     996.18   4369.84
2010/01/04  04:00:00  6153.59   4848.46  1037.42  0.0     1003.66  4313.14
2010/01/04  04:30:00  6317.88   4865.14  1030.68  0.0     1004.14  4400.8 
2010/01/04  05:00:00  6522.17   4912.65  1047.19  0.0     1018.52  4476.39
2010/01/04  05:30:00  6855.21   5048.34  1074.56  0.0     1050.59  4635.76
2010/01/04  06:00:00  7256.79   5214.7   1119.99  0.0     1083.01  4811.81
2010/01/04  06:30:00  7646.81   5568.24  1179.16  0.0     1110.81  5111.9 
2010/01/04  07:00:00  8040.24   5922     1266.65  0.0     1138.37  5397.67
2010/01/04  07:30:00  8360.91   6280.02  1361.94  0.0     1160.13  5421.54
2010/01/04  08:00:00  8689.94   6542.81  1388.69  0.0     1165.96  5579.68
2010/01/04  08:30:00  9017.18   6772.7   1444.52  0.0     1185.52  5687.65
2010/01/04  09:00:00  9174.86   7002.38  1487.17  0.0     1202.14  5775.08
2010/01/04  09:30:00  9295.43   7096.41  1508.68  0.0     1205.02  5860.28
2010/01/04  10:00:00  9415.46   7123.1   1549.9   0.0     1194.5   5881.64
2010/01/04  10:30:00  9421.38   7153.78  1579.64  0.0     1183.28  5949.32
2010/01/04  11:00:00  9468.92   7180.82  1620.08  0.0     1189.27  6045.26
2010/01/04  11:30:00  9460.93   7133.11  1629.65  0.0     1197.41  6075.25
2010/01/04  12:00:00  9378.86   7135.19  1656.77  0.0     1186.47  6074.5 
2010/01/04  12:30:00  9349.24   7161.26  1693.78  0.0     1169     6122.56
2010/01/04  13:00:00  9329.34   7170.13  1740.09  0.0     1147.55  6220.21
2010/01/04  13:30:00  9362.77   7172.56  1770.35  0.0     1130.54  6222.51
2010/01/04  14:00:00  9319.96   7190.87  1793.11  0.0     1139.28  6247.15
2010/01/04  14:30:00  9329.26   7184.67  1816.33  0.0     1182.88  6292.36
2010/01/04  15:00:00  9324.71   7149.21  1829.62  0.0     1189.5   6358.3 
2010/01/04  15:30:00  9394.41   7139.4   1857.37  0.0     1180.6   6431.42
2010/01/04  16:00:00  9452.31   7142.93  1897.99  0.0     1189.06  6525.6 
2010/01/04  16:30:00  9424.83   7127.03  1906.99  0.0     1206.19  6519.66
2010/01/04  17:00:00  9334.77   7131.36  1912.85  0.0     1230.93  6499.81
2010/01/04  17:30:00  9110.1    7048.82  1883.13  0.0     1228.75  6328.1 
2010/01/04  18:00:00  8967.91   6997.95  1838.11  0.0     1218.04  6191.65
2010/01/04  18:30:00  8790.73   6815.88  1791.39  0.0     1211.64  6015.96
2010/01/04  19:00:00  8652.85   6822.68  1712.13  0.0     1217.88  5869.57
2010/01/04  19:30:00  8662.97   6840.68  1636.03  0.0     1215.74  5709.71
2010/01/04  20:00:00  8703.79   6715.28  1579.11  0.0     1220.97  5663.48
2010/01/04  20:30:00  8533.49   6551.34  1555.4   0.0     1225.91  5699.65
2010/01/04  21:00:00  8276.32   6430.09  1564.65  0.0     1224.57  5633.49
2010/01/04  21:30:00  8341.46   6434.84  1529.55  0.0     1197.14  5441.2 
2010/01/04  22:00:00  8220.04   6183.39  1449.31  0.0     1167.67  5232.72
2010/01/04  22:30:00  8143.77   5995.42  1400.32  0.0     1139.92  5106.52
2010/01/04  23:00:00  8009.5    5866.31  1363.79  0.0     1123.99  5011.05
2010/01/04  23:30:00  7826.97   5778.81  1324.99  0.0     1090.75  5266.91
2010/01/05  00:00:00  7636.34   5588.21  1487.86  0.0     1076.93  5120.96
2010/01/05  00:30:00  7438.78   5360.19  1417.63  0.0     1061.28  4947.31
2010/01/05  01:00:00  7210.46   5217.24  1362.49  0.0     1048.09  4806.63
2010/01/05  01:30:00  6892.97   5045.74  1263.59  0.0     1041.08  5114.82
2010/01/05  02:00:00  6634.05   4938.03  1208.48  0.0     1037.37  5014   
2010/01/05  02:30:00  6422.19   4825.18  1180.03  0.0     1031.7   4809.78
2010/01/05  03:00:00  6335.01   4768.56  1162.72  0.0     1028.32  4679.45
2010/01/05  03:30:00  6313.4    4788.45  1144.57  0.0     1030.43  4616.79
2010/01/05  04:00:00  6358.52   4749.35  1149.99  0.0     1035.09  4553.31
2010/01/05  04:30:00  6515.13   4777.69  1155.35  0.0     1041.3   4629.88
2010/01/05  05:00:00  6563.86   4842.14  1188.34  0.0     1045.91  4711.2 
2010/01/05  05:30:00  6936.49   4961.3   1213.81  0.0     1060.36  4861.55
2010/01/05  06:00:00  7330.78   5131.14  1253.05  0.0     1095.52  4967.79
2010/01/05  06:30:00  7679.83   5427.12  1302.64  0.0     1142.87  5321.97
2010/01/05  07:00:00  8129.48   5755.36  1396.72  0.0     1180.52  5544.1 
2010/01/05  07:30:00  8568.02   6118.91  1480.11  0.0     1218.06  5656.69
2010/01/05  08:00:00  8959.06   6343.26  1525.88  0.0     1224.26  5812.72
2010/01/05  08:30:00  9258.93   6632.05  1598.56  0.0     1200.24  6018.31
2010/01/05  09:00:00  9467.04   6760.15  1652.2   0.0     1191.54  6160.43
2010/01/05  09:30:00  9650.16   6880.56  1688.8   0.0     1183.71  6254.76
2010/01/05  10:00:00  9790.83   6895.38  1729.66  0.0     1129.15  6357.79
2010/01/05  10:30:00  9867.45   6926.24  1757.95  0.0     1147.5   6443.79
2010/01/05  11:00:00  9928.26   7003.79  1786.68  0.0     1152.45  6466.42
2010/01/05  11:30:00  10023.67  6992.14  1803.83  0.0     1162.61  6534.87
2010/01/05  12:00:00  10166.4   7034.91  1822.97  0.0     1167.01  6611.48
2010/01/05  12:30:00  10323.04  7050.85  1866.33  0.0     1145.96  6653.01
2010/01/05  13:00:00  10459.11  7109.8   1895.83  0.0     1130.72  6691.35
2010/01/05  13:30:00  10478.15  7174.85  1925.95  0.0     1132.46  6709.55
2010/01/05  14:00:00  10597.17  7200.04  1951.94  0.0     1147.91  6735.7 
2010/01/05  14:30:00  10649.43  7213.47  1954.17  0.0     1135.66  6778.62
2010/01/05  15:00:00  10687.29  7170.82  1961.79  0.0     1127.28  6800.29
2010/01/05  15:30:00  10587.13  7201.26  1967.04  0.0     1135.73  6856.46
2010/01/05  16:00:00  10549.36  7168.12  1987.04  0.0     1136.78  6830.43
2010/01/05  16:30:00  10418.99  7129.7   1989.85  0.0     1131.8   6791.68
2010/01/05  17:00:00  10350.24  7133.49  1987.16  0.0     1148.65  6620.41
2010/01/05  17:30:00  10088.33  7038.41  1961.44  0.0     1175.85  6331.38
2010/01/05  18:00:00  9897.28   6999.37  1898.31  0.0     1173.07  6160.63
2010/01/05  18:30:00  9612.67   6827.89  1850.89  0.0     1152.53  5917.92
2010/01/05  19:00:00  9417.31   6834.13  1785.56  0.0     1137.38  5726.7 
2010/01/05  19:30:00  9417.14   6863.55  1706.44  0.0     1143.67  5557.4 
2010/01/05  20:00:00  9429.68   6849.01  1613.14  0.0     1143.93  5525.67
2010/01/05  20:30:00  9223.58   6715.31  1572.28  0.0     1166.08  5576.81
2010/01/05  21:00:00  8925.22   6594.01  1588.7   0.0     1166.74  5471.68
2010/01/05  21:30:00  8881.34   6559.36  1560.25  0.0     1165.06  5334.37
2010/01/05  22:00:00  8692.98   6281.71  1500.52  0.0     1141.25  5131.7 
2010/01/05  22:30:00  8519.32   6079.72  1440     0.0     1111.82  4992.13
2010/01/05  23:00:00  8340.55   5966.02  1414.97  0.0     1070.49  4925.89
2010/01/05  23:30:00  8112.61   5873.9   1383.31  0.0     1050.29  5181.36
2010/01/06  00:00:00  7878.93   5640.29  1516.3   0.0     1035.51  5042.64
2010/01/06  00:30:00  7625.24   5430.17  1443.72  0.0     1035.77  4843.91
2010/01/06  01:00:00  7394.02   5276.5   1388.47  0.0     1031.84  4708.01
2010/01/06  01:30:00  7076.3    5070.67  1284.81  0.0     1012.99  5032.87
2010/01/06  02:00:00  6810.51   4903.83  1234.23  0.0     1014.43  4832.88
2010/01/06  02:30:00  6645.99   4842.68  1187.47  0.0     1011.31  4666.89
2010/01/06  03:00:00  6577.41   4816.79  1159.94  0.0     1004.08  4544.22
2010/01/06  03:30:00  6568.49   4810.35  1150.24  0.0     991.35   4460.76
2010/01/06  04:00:00  6611.57   4760.68  1141.23  0.0     992.03   4456.9 
2010/01/06  04:30:00  6767.67   4790.62  1151.53  0.0     999.19   4465.98
2010/01/06  05:00:00  6897.65   4851.08  1173.98  0.0     980.48   4568.02
2010/01/06  05:30:00  7254.61   4939.44  1186.38  0.0     1037.71  4701.07
2010/01/06  06:00:00  7691.87   5093.21  1234.65  0.0     1073.22  4882.07
2010/01/06  06:30:00  8094.21   5380.41  1296.69  0.0     1102.45  5205.61
2010/01/06  07:00:00  8547.36   5728.65  1382.27  0.0     1131.05  5482.4 
2010/01/06  07:30:00  8945.26   6084.63  1474.64  0.0     1134.01  5521.78
2010/01/06  08:00:00  9321.55   6341.57  1523.23  0.0     1132.27  5643.91
2010/01/06  08:30:00  9693.7    6623.98  1593.63  0.0     1129.15  5770.61
2010/01/06  09:00:00  9904.56   6797.48  1622.7   0.0     1097.39  5870.59
2010/01/06  09:30:00  10146.06  6915.91  1688.15  0.0     1080.55  5946.13
2010/01/06  10:00:00  10295.79  6974.82  1736.9   0.0     1097.58  6044.14
2010/01/06  10:30:00  10411.76  7021.58  1780.16  0.0     1110.65  6121.78
2010/01/06  11:00:00  10523.27  7023.07  1811.57  0.0     1091.35  6131.87
2010/01/06  11:30:00  10670.66  7049.92  1846.4   0.0     1088.87  6198.77
2010/01/06  12:00:00  10744.9   7116     1869.7   0.0     1088.37  6260.09
2010/01/06  12:30:00  10788.82  7175.94  1923.08  0.0     1088.37  6269.07
2010/01/06  13:00:00  10812     7198.42  1983.79  0.0     1075.04  6276.24
2010/01/06  13:30:00  10812.69  7230.95  2038.72  0.0     1064.22  6284.01
2010/01/06  14:00:00  10810.54  7302.53  2068.03  0.0     1048.14  6305.09
2010/01/06  14:30:00  10844.66  7283.09  2056.26  0.0     1082.08  6314.52
2010/01/06  15:00:00  10862.79  7275.51  2077.7   0.0     1098.36  6307.86
2010/01/06  15:30:00  10863.68  7288.35  2114.03  0.0     1097.93  6326.96
2010/01/06  16:00:00  10879.15  7266.13  2169.24  0.0     1102.11  6350.46
2010/01/06  16:30:00  10717.72  7259.98  2174.08  0.0     1125.95  6291.09
2010/01/06  17:00:00  10463.32  7256.94  2119.54  0.0     1136.42  6177.54
2010/01/06  17:30:00  10069.26  7185.79  2086.63  0.0     1116.34  5986.58
2010/01/06  18:00:00  9818.19   7133.36  2055.5   0.0     1110.88  5792.88
2010/01/06  18:30:00  9464.2    6956.27  1989.42  0.0     1110.14  5588.43
2010/01/06  19:00:00  9252.79   7003.64  1890.56  0.0     1070.58  5437.9 
2010/01/06  19:30:00  9208.15   7050.42  1801.83  0.0     1063.58  5348.32
2010/01/06  20:00:00  9174.76   7009.21  1700.44  0.0     1071.42  5329.11
2010/01/06  20:30:00  8999.46   6887.61  1647.38  0.0     1097.95  5428.1 
2010/01/06  21:00:00  8665.66   6763.75  1615.64  0.0     1111.04  5393.88
2010/01/06  21:30:00  8672.5    6753.66  1561.96  0.0     1108.48  5222.26
2010/01/06  22:00:00  8452.39   6489.76  1485.61  0.0     1087.88  5049.18
2010/01/06  22:30:00  8303.59   6261.05  1412.65  0.0     1067.69  4899.73
2010/01/06  23:00:00  8111.21   6110.77  1392.49  0.0     1026.62  4816.4 
2010/01/06  23:30:00  7895.78   5967.74  1370.93  0.0     1014.06  5101.94
2010/01/07  00:00:00  7675.56   5707.67  1538.86  0.0     1003.04  5014.06
2010/01/07  00:30:00  7433.46   5492.3   1440.02  0.0     1058.84  4770.03
2010/01/07  01:00:00  7216.3    5286.51  1356.97  0.0     1055.34  4609.71
2010/01/07  01:30:00  6940.48   5160.92  1255.99  0.0     1056.76  4921.06
2010/01/07  02:00:00  6692.82   5047.42  1187.16  0.0     1061.55  4721.99
2010/01/07  02:30:00  6477.56   4992.55  1160.02  0.0     1052.75  4498.22
2010/01/07  03:00:00  6452.34   4955.58  1103.03  0.0     1042.95  4361.31
2010/01/07  03:30:00  6415.95   4935.86  1115.77  0.0     1036.84  4290.9 
2010/01/07  04:00:00  6488.25   4949.96  1105.11  0.0     1049.84  4293.46
2010/01/07  04:30:00  6627.1    4977.47  1116.73  0.0     1063.67  4349.05
2010/01/07  05:00:00  6815.18   5001.85  1148.12  0.0     1078.63  4419.31
2010/01/07  05:30:00  7234.25   5093.48  1159.33  0.0     1112.98  4580.09
2010/01/07  06:00:00  7596.84   5236.11  1206.21  0.0     1138.89  4793.79
2010/01/07  06:30:00  7944.29   5568.16  1277.42  0.0     1159.31  5167.12
2010/01/07  07:00:00  8404.04   5881.02  1390.27  0.0     1199.84  5502.33
2010/01/07  07:30:00  8777.14   6259.02  1497.53  0.0     1214.21  5606.44
2010/01/07  08:00:00  9056.81   6544.58  1554.6   0.0     1221.98  5728.54
2010/01/07  08:30:00  9340.36   6853.47  1644.52  0.0     1219.78  5873.7 
2010/01/07  09:00:00  9494.36   7073.12  1735.53  0.0     1208.4   5931.53
2010/01/07  09:30:00  9569.22   7139.82  1776.2   0.0     1171.09  6012.62
2010/01/07  10:00:00  9644.35   7174.56  1854.09  0.0     1163.58  6081.15
2010/01/07  10:30:00  9675.44   7242.38  1917.56  0.0     1159.62  6135.96
2010/01/07  11:00:00  9760.72   7272.76  1982.23  0.0     1155.84  6152.07
2010/01/07  11:30:00  9795.93   7304.21  2038.48  0.0     1154.25  6249.31
2010/01/07  12:00:00  9834.66   7310.06  2104.94  0.0     1151.11  6285.34
2010/01/07  12:30:00  9864.35   7331.7   2150.77  0.0     1133.62  6302.69
2010/01/07  13:00:00  9820.03   7323.87  2195.44  0.0     1139.98  6344.85
2010/01/07  13:30:00  9739      7349.67  2238.47  0.0     1145.33  6356.61
2010/01/07  14:00:00  9698.11   7392.77  2300.64  0.0     1158.93  6364.63
2010/01/07  14:30:00  9719.74   7402.17  2327.26  0.0     1166.6   6415.13
2010/01/07  15:00:00  9740.3    7412.81  2332.52  0.0     1169.77  6456.38
2010/01/07  15:30:00  9716.6    7353.53  2336.97  0.0     1175.95  6508.01
2010/01/07  16:00:00  9694.13   7351.18  2369.5   0.0     1179.59  6522.41
2010/01/07  16:30:00  9598.56   7346.23  2363.84  0.0     1201.53  6512.21
2010/01/07  17:00:00  9510.58   7334.25  2371.81  0.0     1206.01  6488.41
2010/01/07  17:30:00  9323.07   7255.54  2371.49  0.0     1200.75  6304.35
2010/01/07  18:00:00  9191.65   7191.37  2330.58  0.0     1218.67  6173.3 
2010/01/07  18:30:00  9030.73   7045.09  2304.61  0.0     1225.76  5981.84
2010/01/07  19:00:00  8930.38   7091.27  2250.04  0.0     1217.09  5829.05
2010/01/07  19:30:00  9002.44   7136.59  2174.65  0.0     1218.02  5662.6 
2010/01/07  20:00:00  9009.87   7098.49  2085.16  0.0     1224.58  5575.1 
2010/01/07  20:30:00  8747.61   7011.72  2021.22  0.0     1238.01  5594.78
2010/01/07  21:00:00  8495.12   6864.36  1978.8   0.0     1232.87  5527.34
2010/01/07  21:30:00  8474.72   6784.63  1909.13  0.0     1206.72  5388.65
2010/01/07  22:00:00  8338.94   6470.34  1822.99  0.0     1161.8   5235.26
2010/01/07  22:30:00  8226.66   6285.88  1715.22  0.0     1107.56  5101.83
