# PV data for 2010 calendar year
# Derived from original 1MW trace files at:
# http://www.climatechange.gov.au/reducing-carbon/aemo-report-100-renewable-electricity-scenarios
#
# Copyright (C) 2012 Australian Energy Market Operator Limited
#
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012682636,0.01807475,0.0072309188,0.0076412592,0.01755445,0.0097042571,0.005019447,0.0150417458,0.0076006867,0.0033612375,0.0081539225,0.0261141375,0.0264456167,0.0181217746,0.0044621629,0.0022385283,0.004554342,0.0307865667,0.0306570833,0.02849417,0.0187723667,0.0037888388,0.001895133,0.004829833,0.02625635,0.02922475,0.0282887583,0.0261171083,0.010356065,0.0029023525,0.007769745,0.0228358413,0.026047325,0.0153295333,0.0089022383,0.0146842,0.0120672133,0.018120183,0.0169614625,0.0096544883,0.024309475,0.03169155,0.01956245
0.3999672,0.50481175,0.2708998333,0.307595,0.4921530833,0.3280446667,0.2399545,0.448618,0.2769101667,0.1889735,0.303375,0.5909225833,0.6064713333,0.46850775,0.2032566667,0.1546621667,0.2184015,0.6766283333,0.6596908333,0.648627,0.5018004167,0.1940378333,0.12477886,0.2166383,0.639765,0.655025,0.6518883333,0.6143908333,0.3494573333,0.1759774167,0.2878916667,0.5475338333,0.6258241667,0.4431415833,0.312543,0.4431816667,0.39328825,0.4923583,0.483567625,0.3551661667,0.60369225,0.71975,0.532848
